Bloomberg symbol,Primary Exchange,me,Industry me,Country,Country Premium,$/Local currency,Market Cap in $,FCFF,FCFE,Market Capitalization,Firm Value,Enterprise Value,Cash & near Cash,Invested Capital,Total Debt,Book Equity,Revenues,Net Cap Ex,EBIT,EBITDA,EBIT (1-t),Chg in non-cash WC,Reinvestment,Tax Rate,Net Income,Standard deviation in stock prices,Beta,Geo growth in earnings per share,Cash/Firm Value,Payout Ratio,Reinvestment Rate,Net Margin,After-tax Margin,PE,PBV,PS,EV/EBITDA,EV/EBIT,Firm Value/BV,EV/Sales,ROE,ROIC,Market Debt to Capital,Market Debt to Equity,Book Debt to Equity,Interest Coverage Ratio
PG IN Equity     ,Bombay,PROCTER & GAMBLE HYGIENE,Cosmetics&Toiletries,India,0.02,0.0221,298.46690900000004,590.178623,892.7934497437611,13505.29,13506.21,12467.65,1038.56,1265.93,0.92,2303.57,4382.28,-61.17,849.61,980.23,623.868623,94.86,33.69,0.2657,926.47,0.3276,0.513,0.0951,0.0768949986709817,0.46716029660971214,0.05400175414816462,0.21141278056171675,0.14236165261005687,14.577147668030266,5.862765186210968,3.0817953211570237,12.719106740254839,14.67455656124575,5.860823869923497,2.8450144673548934,0.40218877655117924,0.49281447078432444,6.811681441351793e-05,6.812145463000054e-05,0.00039938009263881715,155.60622710622712
PNB IN Equity     ,Bombay,PUNJAB TIOL BANK,Commer Banks Non-US,India,0.02,0.0221,1588.336945,16698.492250000003,16933.713131557517,71870.45,95717.45,30027.35,65690.1,2094.7,23847,43937.8,90097.6,-8260.6,16793.5,27331.6,11646.29225,3208.4,-5052.2,0.3065,13658.9,0.5501,0.997,,0.6862917890102589,0.052595743434683616,-0.4338032990714277,0.15160115252792525,0.12926306860560102,5.2618036591526405,1.6357316479204693,0.7976954991031947,1.0986312546649297,1.7880340607973317,1.4120783715523244,0.33327580312905103,0.3108690011789393,1,0.24913952471571277,0.3318053525475352,0.5427445161114121,
PJT IN Equity     ,Bombay,PUNJAB TRACTORS LIMITED,Auto-Med&Heavy Duty Trks,India,0.02,0.0221,305.934499,1230.2365920000002,1199.1568361301747,13843.19,15087.2,14718.18,369.02,5640.14,1244.01,4765.15,5472.07,-123.39,725.89,896.24,502.89659200000006,-603.95,-727.34,0.3072,622.39,0.45718000000000003,0.827,-0.149,0.024459144175194864,0.6833175340220763,-1.4463013103894726,0.11373940757336803,0.09190244130648915,22.241986535773393,2.905090081109724,2.529790371833694,16.42214139069892,20.27604733499566,2.510700330828269,2.6896914695901186,0.13061288731729326,0.08916384912431254,0.08245466355586192,0.08986440264129872,0.2610641847580874,4.387898204678716
RSCM IN Equity     ,Bombay,RAASI CEMENT LIMITED,Bldg Prod-Cement/Aggreg,India,0.02,0.0221,97.34205780000002,0,,4404.618,4404.618,4404.618,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,0,0,,
RCAL IN Equity     ,Bombay,RAIN CALCINING LTD,Petrochemicals,India,0.02,0.0221,58.664538400000005,660.7121689999999,482.223839602555,2654.504,4673.174,4664.334,8.84,3330.49,2018.67,1320.66,3231.86,-190.84,599.49,796.55,526.412169,56.54,-134.3,0.1219,429.11,0.69112,0.895,,0.0018916479463422504,0,-0.25512328154404806,0.1327749345578088,0.16288210782645285,6.186068840157535,2.0099828873442065,0.821354885422017,5.855670077207959,7.780503427913726,1.3994346171237944,1.443235164889568,0.32492087289688487,0.15805847457881572,0.43196979183741074,0.7604697525413411,1.528531188950979,2.609655232456904
RNSP IN Equity     ,Bombay,RAMA NEWSPRINT & PAPERS,Paper&Related Products,India,0.02,0.0221,56.8613331,226.79,-82.50929382979902,2572.911,6284.171,6282.151,2.02,5413.93,3711.26,1704.69,1870.13,-272.84,-71.94,232.36,-46.257419999999996,-25.89,-298.73,0.35700000000000004,-176.53565,0.56825,1.671,,0.00032144255781709315,,,-0.12094346382337057,-0.024734868698967447,,1.509313130246555,1.3757925919588476,27.036284214150452,,1.1603081638493706,3.3592055097773947,-0.10355879954713174,-0.008544148151158214,0.5905727262991411,1.44243621330081,2.177087916278033,-0.3550663836928088
RMCS IN Equity     ,Bombay,RAMCO SYSTEMS LTD,Enterprise Software/Serv,India,0.02,0.0221,78.53902420000001,-222.76,-298.071928204501,3553.802,4530.6320000000005,4503.332,27.3,3079.58,976.83,2130.05,810.25,-89.46,-243.09,-99.67,-243.09,69.13,-20.33,0,-312.01,0.70093,1.114,,0.006025649401672879,,,-0.3371551990126504,-0.30001851280468994,,1.668412478580315,4.38605615550756,,,1.458257802039345,5.557953717988275,-0.1464801295744231,-0.07893608868741842,0.2156056815031545,0.27486899945466853,0.4585948686650548,-3.5271329077190945
RBXY IN Equity     ,Bombay,RANBAXY LABORATORIES LTD,Medical-Drugs,India,0.02,0.0221,4223.066900000001,271.97695999999996,3729.8283177067915,191089,195574.66,194127.79,1446.87,20923.19,4485.66,17884.4,38277,1288.95,6279.36,7131.61,4935.57696,3374.65,4663.6,0.214,7458.28,0.30504000000000003,0.665,0.1972,0.007398044306966965,0.23308725336136485,0.9448945964769233,0.19485017112103875,0.12894367270162238,25.621054720391296,10.684674912213996,4.992266896569742,27.220752396723885,30.91521906691128,8.742697158612895,5.0716563471536436,0.4170271297890899,0.23589027103419696,0.022935793420272337,0.02347419265368493,0.2508141173313055,16.23664477426695
RCF IN Equity     ,Bombay,RASHTRIYA CHEMICALS & FERT,Agricultural Chemicals,India,0.02,0.0221,559.0172900000001,-1822.5,-1308.5161979860914,25294.9,31504.8,31232.4,272.4,17788.5,6209.9,11851,20351.6,-292.2,-1142.8,-459.2,-605.5697200000001,971.9,679.7,0.47009999999999996,-862.51823,0.8708199999999999,1.249,,0.008646301515959472,,,-0.04457143418699267,-0.02975538630869318,,2.1344105982617503,1.2428949075256983,,,1.744364898759198,1.5346410110261604,-0.07278020673360898,-0.03404276470753577,0.1971096467839821,0.2455000810440049,0.5239979748544427,-2.3567745926995256
RW IN Equity     ,Bombay,RAYMOND LIMITED,Wool,India,0.02,0.0221,247.83558800000003,91.91885000000008,1203.9873588957876,11214.28,16426.81,16226.91,199.9,15128.31,5212.53,10115.68,11135.54,653.33,770.43,1388.4,535.44885,-209.8,443.53,0.305,1496.69,0.49579,0.767,0.2332,0.012169130829418492,0.18274993485624944,0.8283330891456764,0.13440659366317215,0.048084677527986966,7.49272060346498,1.108603672714044,1.0070710535815954,11.687489196197062,21.06214711265138,1.0716717738079007,1.4572180603724652,0.1479574284674881,0.035393831168187326,0.31731845683976373,0.4648118292034798,0.5152921009759106,2.0925930955808454
REIA IN Equity     ,Bombay,REI AGRO LIMITED,0,India,0.02,0.0221,57.173584000000005,0,,2587.04,2587.04,2587.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19421,1.027,,0,,,,,,,,,,,,,,0,0,,
RIL IN Equity     ,Bombay,RELIANCE INDUSTRIES LIMITED,Petrochemicals,India,0.02,0.0221,17256.88666,-8738.307540000002,16233.588081966365,780854.6,978679.5,977306.3,1373.2,501808.8,197824.9,305357.1,454338.8,3038.9,54350.1,88881.8,44817.09246,50516.5,53555.4,0.1754,48733.8,0.32487,1.085,0.1152,0.0014031151158269894,0.12777989814051027,1.1949771183349096,0.1072631261076536,0.098642450215566,16.022854774304484,2.5571850138739203,1.7186614922608414,10.995572771928563,17.981683566359585,1.9449811400248818,2.1510518141968067,0.1595960925748902,0.08931109310956684,0.20213450879475864,0.25334409248533596,0.6478477166569895,3.487378727991376
RCFT IN Equity     ,Bombay,RELIANCE CAPITAL LIMITED,Diversified Fin Serv,India,0.02,0.0221,383.326047,2175.07,2021.0577367126773,17345.07,32718.67,32513.17,205.5,29113.8,15373.6,13945.7,5236.8,-883.9,1123,2034.9,1111.77,-179.4,-1063.3,0.01,1515.3,0.51911,1.228,,0.006280817649372668,0.23856662047119384,-0.9564028531081069,0.28935609532538953,0.21229949587534372,11.446624430805782,1.2437575740192317,3.31215054995417,15.977772863531376,28.95206589492431,1.1159430818607536,6.208594943476932,0.10865714879855438,0.038187045318714835,0.46987240007005177,0.8863383082339824,1.1023899840094078,
RAI IN Equity     ,Bombay,RICO AUTO INDUSTRIES LTD,Auto/Trk Prts&Equip-Repl,India,0.02,0.0221,71.7524015,32.14889599999998,257.7675668286756,3246.715,3837.655,3836.895,0.76,1184.36,590.94,594.18,4340.01,98.27,402.24,553.92,231.44889599999996,101.03,199.3,0.42460000000000003,357.69,0.55078,0.684,0.2671,0.00019803760369288014,0.17976460063183203,0.8610972160351114,0.08241686079064334,0.053329115831530334,9.076896195029216,5.464194351879902,0.748089290116843,6.9268035095320615,9.538820107398568,3.2381995072228977,0.8840751519005716,0.601989296172877,0.19542106791853828,0.15398465990298763,0.18201166409740308,0.9945471069372919,7.399558498896248
RLTA IN Equity     ,Bombay,ROLTA INDIA LIMITED,Computer Aided Design,India,0.02,0.0221,141.6054185,-379.3981940000002,-92.79245217279492,6407.485,8809.175,8648.804999999998,160.37,6372,2401.69,4130.68,3911.45,-44.11,1164.93,2058.78,1018.381806,1441.89,1397.78,0.1258,791.08,0.48875,1.342,,0.018204882977123284,0.22580522829549474,1.372550051232946,0.20224724846284628,0.260359152232548,8.099667543105626,1.551193750181568,1.6381354740569354,4.2009369626672095,7.424313048852719,1.3485419533798604,2.21115059632617,0.19151326173898728,0.15982137570621466,0.272635065145147,0.3748256921397397,0.5814272710546448,4.195526903407044
PMBI IN Equity     ,Bombay,SAHARA INDIA MASS COMM LTD,0,India,0.02,0.0221,105.16019800000001,0,,4758.38,4758.38,4758.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43390999999999996,0.709,,0,,,,,,,,,,,,,,0,0,,
SCS IN Equity     ,Bombay,SATYAM COMPUTER SERVICES LTD,Applications Software,India,0.02,0.0221,2382.30265,3771.538616,4093.4726517055988,107796.5,107990.63,105321.29,2669.34,19507.33,194.13,21982.54,22219.58,-1175.6,3766.32,5563.26,3093.278616,497.34,-678.26,0.1787,3421.15,0.49793,1.406,0.7175,0.02471825564866137,0.13708840594536925,-0.21926896481024907,0.15397005703978203,0.13921409027533374,31.508849363518113,4.903732689670984,4.851419333758783,18.93157788778522,27.963978100639352,4.869560218012894,4.740021638572826,0.15563033207263582,0.1585700665339644,0.0017976559632997787,0.0018008933499696186,0.008831099590857107,204.5801195002716
SAW IN Equity     ,Bombay,SAW PIPES LIMITED,Steel Pipe&Tube,India,0.02,0.0221,253.09185200000005,-265.5508399999999,715.770178022793,11452.12,15571.39,15540.98,30.41,7091.15,4119.27,3002.29,6397.72,433.96,740.7,942.72,547.2291600000001,378.82,812.78,0.2612,1058.42,0.54118,1.052,0.38770000000000004,0.001952940617375841,0.06382154532227281,1.485264418292329,0.16543706195332086,0.08553502810376197,10.820014738950512,3.8144616276242473,1.7900314487036006,16.48525543109301,20.981476981233968,2.186513909873679,2.4291435073745022,0.3525375629935816,0.07717072125113698,0.26454093051423155,0.3596949735070887,1.37204267409211,1.4450145340330478
SESA IN Equity     ,Bombay,SESA GOA LIMITED,Diversified Minerals,India,0.02,0.0221,270.473723,741.942026,615.5773107256671,12238.63,13931.51,13877.24,54.27,4056.43,1692.88,2417.82,5977.48,-53.74,633.82,883.66,402.03202600000003,-286.17,-339.91,0.3657,415.65,0.69806,0.819,-0.030899999999999997,0.003895485844678718,0.14088776614940457,-0.8454799071156585,0.06953599175572314,0.06725777852874457,29.444556718392878,5.0618449677808925,2.04745645322109,15.704275400040736,21.894607301757592,3.389084584134088,2.321587023294097,0.17191106037670295,0.09910981478787997,0.12151446612750523,0.13832267173695098,0.7001679198616936,3.029297901830522
SSCD IN Equity     ,Bombay,SHASUN CHEMICALS & DRUGS,Medical-Drugs,India,0.02,0.0221,61.8468279,-32.223749,103.77200155077274,2798.499,3445.249,3400.259,44.99,1283.38,646.75,681.62,2261.49,84.59,89.31,233.44,68.95625100000001,16.59,101.18,0.2279,155.69,0.46497999999999995,1.02,,0.013058562675731132,0.21118890102126023,1.4673071481220752,0.06884399223520776,0.03049151267527162,17.974815338172007,4.105658578093365,1.2374580475704071,14.565879883481838,38.07254506774157,2.593591393964031,1.5035481032416682,0.228411725008069,0.053730189811279604,0.1877222807408115,0.2311060321979747,0.9488424635427364,1.266269672479796
SHAW IN Equity     ,Bombay,SHAW WALLACE & CO LIMITED,Diversified Manufact Op,India,0.02,0.0221,52.939445,-180.52346899999995,393.35565180982906,2395.45,5126.97,4965.74,161.23,3707.92,2731.52,1137.63,9836.91,286,198.27,350.33,0,-320.54,-34.54,1,383.2,0.8786400000000001,0.797,,0.0314474241120974,0.004253653444676409,,0.03895532235224273,0,6.2511743215031315,2.105649464237054,0.24351651077421668,14.174464076727654,25.045342210117514,1.3250894899396506,0.5048068956613407,0.33684062480771426,0,0.5327747187910209,1.140295142875034,2.40106185666693,0.458279400887574
SCI IN Equity     ,Bombay,SHIPPING CORP OF INDIA LTD,Transport-Marine,India,0.02,0.0221,1069.3429760000001,934.1270400000001,1115.542540359587,48386.56,59590.36,58000.66,1589.7,32733,11203.8,23118.9,23765.1,1583.4,1430.2,4007.8,1430.2,-436.3,1147.1,0,1888.2,0.78082,1.134,0.0222,0.026677133684038828,0.9620273276136002,0.8020556565515313,0.07945264274082584,0.060180685122301195,25.625759983052642,2.092943868436647,2.0360343528956326,14.471944707819752,40.55423017759754,1.7361792632863966,2.4405813566953225,0.08167343601987984,0.04369290929642869,0.18801363173506586,0.23154776863658008,0.48461648261811757,2.9140179299103504
SRCM IN Equity     ,Bombay,SHREE CEMENTS LIMITED,Bldg Prod-Cement/Aggreg,India,0.02,0.0221,93.27371277900001,-137.8673939999999,-77.07637301196435,4220.52999,7736.72999,7700.60999,36.12,6867.68,3516.2,3387.6,4849.69,318.21,416.46,1024.91,239.922606,59.58,377.79,0.4239,108.3,0.55761,0.896,-0.0223,0.0046686390822332415,0.3216989843028625,1.5746327797056352,0.022331324270211086,0.04947174066796022,38.97072936288089,1.2458761335458732,0.8702679944491298,7.513449951703076,18.49063533112424,1.1206480474521279,1.5878561289484483,0.031969535954658165,0.03493502987908581,0.4544814158623623,0.8331181174713084,1.0379619789821704,1.2294748029403948
BNS IN Equity     ,Bombay,SHREE GLOBAL TRADEFIN LTD,0,India,0.02,0.0221,97.7906215,0,,4424.915,4424.915,4424.915,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,0,0,,
SIEM IN Equity     ,Bombay,SIEMENS INDIA LIMITED,Electric Products-Misc,India,0.02,0.0221,694.092932,910.7135000000001,1848.1601717640995,31406.92,31437.92,29369.67,2068.25,3674.51,31,5711.76,17190.98,-55.75,1635,2003.02,1301.6235000000001,446.66,390.91,0.2039,2236.96,0.41494,0.888,,0.0657883854911521,0.1263321650811816,0.3003249403533356,0.13012405342801867,0.07571549149612182,14.040000715256419,5.498641399498577,1.8269418032014464,14.662694331559345,17.96310091743119,5.474357277685294,1.7084348885287517,0.3916411053685729,0.35423049603892764,0.000986070325263249,0.000987043619686362,0.005427398910318361,865.0793650793652
SKF IN Equity     ,Bombay,SKF BEARINGS INDIA LIMITED,Auto/Trk Prts&Equip-Orig,India,0.02,0.0221,90.12715920000001,655.13504,616.3320998037566,4078.152,4966.252,4499.852000000001,466.4,2387.2,888.1,1965.5,4145.2,-202,386.2,660.2,239.13503999999998,-214,-416,0.38079999999999997,329.8,0.62181,1.099,-0.16870000000000002,0.09391388113208914,0.13705275924802912,-1.7396028620481552,0.07956190292386375,0.057689626556016595,12.365530624620982,2.074867463749682,0.9838251471581589,6.815892153892761,11.651610564474367,1.7403462293243623,1.085557271060504,0.16779445433731877,0.10017386058981233,0.17882701079204197,0.21777020572063033,0.45184431442381073,3.050552922590837
SIB IN Equity     ,Bombay,SOUTH INDIAN BANK LIMITED,Commer Banks Non-US,India,0.02,0.0221,64.67980480000001,615.3252430000001,993.073154444402,2926.688,8115.758,4151.987999999999,3963.77,4435.11,5189.07,3209.81,8377.29,107.98,1193.77,1263.32,723.3052430000001,0,107.98,0.39409999999999995,1034.34,0.46866,0.887,,0.4884041638501296,0.08637391960090493,0.1492869034823241,0.12346952296028904,0.08634119661608945,2.8295222073979547,0.911794779130229,0.3493597571529695,3.286568723680461,3.4780468599478955,0.9662905054007201,0.4956242412522425,0.3222433726606871,0.16308620146963668,0.6393820515594476,1.7730178276604815,1.616628398565647,
SRF IN Equity     ,Bombay,SRF LIMITED,Textile-Products,India,0.02,0.0221,71.65783560000001,969.5904,784.862301799536,3242.436,6342.6759999999995,6119.335999999999,223.34,6436.71,3100.24,3559.81,8066.83,-451.02,841.45,1500.9,464.4804000000001,-54.09,-505.11,0.44799999999999995,514.88,0.84175,1.145,0.5553,0.03521226687284673,0.28274549409571165,-1.0874732281491317,0.06382680681258933,0.05757904901925541,6.2974596022374145,0.91084524174043,0.40194673744209314,4.077111066693317,7.272370313149919,0.9523466040044745,0.758580012222893,0.14463693287001272,0.07216115064994386,0.4887905357297141,0.9561453179029593,0.8709004132243012,1.8851797916433293
SWSL IN Equity     ,Bombay,SSI LIMITED,Educatiol Software,India,0.02,0.0221,66.09159700000001,-807.36,-614.461728183145,2990.57,3607.34,3013,594.34,8085.99,616.77,8063.56,1513.96,-55.32000000000005,-23.33,616.49,-17.282863999999996,839.35,784.03,0.25920000000000004,113.86,0.6994,1.189,-0.42840000000000006,0.16475852012840486,0.7821008255752678,,0.07520674258236677,-0.011415667520938463,26.265325838749344,0.37087465089861055,1.9753295991968085,4.887346104559684,,0.4155763663363029,1.990145050067373,0.014120314104440222,-0.0021373837959235663,0.1709763981216076,0.20623827564644864,0.07648854848230806,-0.48654848800834194
SBMS IN Equity     ,Bombay,STATE BANK OF MYSORE,Commer Banks Non-US,India,0.02,0.0221,169.88049,0,,7686.9,7686.9,7686.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47726999999999997,0.799,,0,,,,,,,,,,,,,,0,0,,
SBBJ IN Equity     ,Bombay,STATE BANK OF BIKANER & JAI,Money Center Banks,India,0.02,0.0221,212.26497500000002,7661.083,6037.451487240651,9604.75,18495.92,9703.76,8792.16,9133.52,8891.17,9034.51,17781.88,-1033.74,3201.8,4649.78,2033.1430000000003,-4594.2,-5627.94,0.365,3200.98,0.40271,0.914,,0.475356727321485,0.06252772588394805,-2.7680984564292817,0.18001358686483093,0.11433791027720354,3.000565451830377,1.063117977621365,0.5401425496066782,2.086928843945304,3.030720219876319,1.031811345511021,0.5457105772842915,0.35430587823800075,0.222602348273174,0.4807097997828711,0.9257055102943856,0.984134169977121,
SBIN IN Equity     ,Bombay,STATE BANK OF INDIA,Money Center Banks,India,0.02,0.0221,7263.688770000001,78857.432506,93197.9256166952,328673.7,597823.3,406322.8,191500.5,302821.5,269149.6,225172.4,492025.8,-36290.56,73224.38,116490.97,43107.192506,540.32,-35750.24,0.4113,76913.06,0.35733,0.899,0.17670000000000002,0.3203296024092738,0.06191978319416754,-0.8293335269984005,0.15631916049930714,0.08761165066140841,4.273314571023439,1.4596535809894997,0.6680009462918408,3.4880197151762067,5.549009769696924,1.2093803229473907,0.8258160446057912,0.34157410055584075,0.14235182279329572,0.4502159751886552,0.8188960662200838,1.1953045755163598,
SBTR IN Equity     ,Bombay,STATE BANK OF TRAVANCORE,Money Center Banks,India,0.02,0.0221,195.89440000000002,2601.4070840000004,3250.572897077018,8864,14293.57,6007.04,8286.53,4371.09,5429.57,7228.05,18794.35,-1650.13,2671.64,4554.14,1678.0570840000003,726.78,-923.35,0.37189999999999995,2723.3,0.46009999999999995,0.733,,0.579738301907781,0.05459919950060588,-0.55024945742549,0.14489993003216395,0.08928518858061069,3.2548746006683067,1.2263335201056993,0.47163110190030516,1.319028400532263,2.2484466470033384,1.1292462564052326,0.31961946010370135,0.3767682846687558,0.38389900093569357,0.37986101442816594,0.6125417418772563,0.7511804705280123,
STC IN Equity     ,Bombay,STATE TRADING CORP OF INDIA,Investment Companies,India,0.02,0.0221,92.82000000000001,0,,4200,4200,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65711,0.977,,0,,,,,,,,,,,,,,0,0,,
SAIL IN Equity     ,Bombay,STEEL AUTHORITY OF INDIA,Steel-Producers,India,0.02,0.0221,4103.11915,9831.90256,-10996.10915836141,185661.5,314449.6,310546.1,3903.5,140489,128788.1,15604.4,177268.9,-9086.2,2610.4,14813.6,2601.00256,1855.3,-7230.9,0.0036,-11777.54764,0.55965,1.227,,0.012413754064244319,,-2.780043399880391,-0.026117948495195716,0.014672638911845224,,11.89802235266976,1.0473438939374025,20.963580763622616,118.96494790070486,2.1777419187284655,1.751836334517786,-0.7547581220681346,0.018513923225305894,0.40956674773954244,0.6936715474128993,8.253319576529698,0.18089463289560306
SLT IN Equity     ,Bombay,STERLING BIOTECH LTD,Agricultural Biotech,India,0.02,0.0221,188.7835703,-527.89047,-254.79678099889605,8542.243,9971.163,9958.203000000001,12.96,3230.22,1428.92,1814.26,1590.78,426.12,469.3,609.22,460.89952999999997,562.67,988.79,0.0179,298.34,0.6402899999999999,1.023,,0.0012997480835485289,0.06341757726084335,2.145348249758467,0.18754321779252944,0.28973178566489394,28.632576925655297,4.70838964646743,5.3698456103295245,16.34582416860904,21.219269124227576,3.074501877786617,6.259949835929545,0.16444170074851452,0.14268363455120703,0.14330524934754352,0.16727690841855003,0.7876048636909815,2.5190552871712293
STLT IN Equity     ,Bombay,STERLITE INDUSTRIES (INDIA),Metal Processors&Fabrica,India,0.02,0.0221,1075.659598,5613.048256,3722.1618358277165,48672.38,77034.43,76602.5,431.93,41055.95,28362.05,13125.83,43892.03,-860.39,5107.52,8125.24,3449.1082560000004,-1303.55,-2163.94,0.3247,3037.54,0.71423,,0.0565,0.005606973401373906,0.12947319212257286,-0.6273911513898274,0.06920481918926967,0.07858165265994761,16.02361779597964,3.7081373139831917,1.1089115723287348,9.427721519610499,14.997983365703902,1.8567935985160002,1.745248510948343,0.23141698467830224,0.08400994876503895,0.3681736854546727,0.5827134403536461,2.1607814515348744,2.6708500669344044
SOTL IN Equity     ,Bombay,STERLITE OPTICAL TECH LTD,Telecom Eq Fiber Optics,India,0.02,0.0221,83.7155293,79.63,-635.8562758089012,3788.033,6435.513,6417.433,18.08,6052.5,2647.48,3423.1,1460.85,-136.87,-809.39,-399.32,-809.39,-752.15,-889.02,0,-1137.16,0.6374799999999999,1.342,,0.0028094108426165868,,,-0.7378170243351473,-0.5540541465585105,,1.1066089217376063,2.593033507889243,,,1.0601150137219177,4.392944518602184,-0.3322018053810873,-0.13372821148285832,0.41138600761120364,0.6989062661280934,0.773415909555666,-2.4693840192818137
SUNP IN Equity     ,Bombay,SUN PHARMACEUTICAL INDUS LTD,Medical-Drugs,India,0.02,0.0221,1234.2449990000002,426.81131300000015,1052.445742899981,55848.19,57111.39,57003.29,108.1,6761.6,1263.2,5606.5,8730,785,2608.41,2820.41,2397.911313,1186.1,1971.1,0.08070000000000001,2661.1,0.4156,0.648,0.3379,0.0018927923134071853,0.08752019841418962,0.8220070480980294,0.3048224513172967,0.274674835395189,20.986881364849125,9.961328814768573,6.397272623138603,20.210994146241152,21.853654141795193,8.313520241058562,6.529586483390607,0.4746455007580487,0.35463667075840044,0.022118179928732256,0.022618459076292355,0.22530990814233479,89.9451724137931
SDC IN Equity     ,Bombay,SUNDARAM CLAYTON LIMITED,Auto/Trk Prts&Equip-Repl,India,0.02,0.0221,236.859623,1002.1637199999998,2196.7509493681,10717.63,15462.79,14779.1,683.69,8075.61,4745.16,4014.14,31863.42,1545.61,2523.96,3726.86,1532.04372,-1015.73,529.88,0.39299999999999996,2439.58,0.45681,0.952,0.6781999999999999,0.044215177209287596,0.08266996778133942,0.34586480338824804,0.07656365826392773,0.0480815844626848,4.393227522770313,2.669969159022854,0.33636157072906797,3.9655635038611585,5.85552068970982,1.7652997385635838,0.4638265446709738,0.6077466157134529,0.1897124452518138,0.30687605535611623,0.44274340502517817,1.1821112367779898,4.654262479485147
SF IN Equity     ,Bombay,SUNDRAM FASTENERS LIMITED,Metal Products-Fasteners,India,0.02,0.0221,253.19660600000003,49.32149199999998,423.37312395454165,11456.86,12850.68,12833.64,17.04,3581.86,1393.82,2205.08,5636.89,273.33,772.61,945.32,523.211492,200.56,473.89,0.32280000000000003,713.73,0.5138,0.835,0.1335,0.0013259998692676184,0.14260294509128102,0.9057331638273726,0.1266176916704069,0.09281917724135116,16.052092527986773,5.195666370381121,2.0324789023734717,13.575974273261963,16.610760927246606,3.5707243880074473,2.276723512433274,0.3236753315072469,0.14607256900046348,0.10846274282761689,0.1216581157489923,0.632094980680973,9.639550842170928
SI IN Equity     ,Bombay,SUPREME INDUSTRIES LIMITED,Rubber/Plastic Products,India,0.02,0.0221,55.288012,1316.109676,565.9784734876147,2501.72,4911.71,4844.49,67.22,4218.89,2409.99,1876.12,6933.67,-126.46,464.46,829.25,395.069676,-794.58,-921.04,0.1494,162.82,0.5288,0.975,-0.057999999999999996,0.013685661409163002,0.5934160422552512,-2.331335599647491,0.023482513589484357,0.05697843652784168,15.364942881709863,1.3334541500543675,0.3608074800214028,5.842013867952968,10.430370753132669,1.1459598563732614,0.6986905924279637,0.08678549346523677,0.09364303786066953,0.49066211156603307,0.9633332267400029,1.2845606890817218,1.3508419858651077
SM IN Equity     ,Bombay,SWARAJ MAZDA LIMITED,Auto-Cars/Light Trucks,India,0.02,0.0221,57.939017500000006,344.854194,315.33672254065004,2621.675,2917.905,2862.505,55.4,522.09,296.23,281.26,3705.33,15.14,245.51,266.06,159.434194,-200.56,-185.42,0.3506,225.03,0.39857,0.944,0.17010000000000003,0.01898622470573922,0.11176287606096964,-1.1629876587201866,0.060731432827845294,0.04302833863650471,11.65033551082078,9.321179691388751,0.7075415684972729,10.758870179658723,11.65942324141583,5.052736843928034,0.7725371289466796,0.8000782194410866,0.3053768392422762,0.10152146831373879,0.11299264783010861,1.0532247742302496,7.47822113920195
SNDB IN Equity     ,Bombay,SYNDICATE BANK,Money Center Banks,India,0.02,0.0221,374.45466500000003,5309.17705,4703.400386431143,16943.65,34642.98,18143.18,16499.8,16995.43,17699.33,15795.9,33703.46,118.21,4542.25,4879.65,3442.1170500000003,-1985.27,-1867.06,0.2422,3822.92,0.47409999999999997,0.978,,0.4762811975182273,0,-0.5424161854112427,0.11342811687583412,0.10212948611210838,4.432122565996673,1.072661260200432,0.5027273164238925,3.718131423360283,3.994315592492708,1.0342660731095144,0.5383180243215386,0.24201976462246533,0.20253191887466215,0.510906682970114,1.0445995992598998,1.12050152254699,
SYNG IN Equity     ,Bombay,SYNGENTA INDIA LTD,Agricultural Chemicals,India,0.02,0.0221,135.72352560000002,324.309266,502.8613008489056,6141.336,6149.0560000000005,5938.626,210.43,2394.1,7.72,2596.81,3420.28,-15.2,525.33,615.53,388.849266,79.74,64.54,0.25980000000000003,567.21,0.5721,0.852,,0.03422151302573923,0.09691295992665855,0.16597691096066,0.16583729987018606,0.11368930789292105,10.827270323160734,2.364953924237815,1.795565275357573,9.647987912855587,11.304562846210953,2.360908110100479,1.7362981978083665,0.2184256838197635,0.1624198095317656,0.0012554772635019098,0.0012570554680610211,0.0029728782621755152,26.69359756097561
SSHL IN Equity     ,Bombay,T.SPIRITUAL WORLD LTD,0,India,0.02,0.0221,62.82552640000001,0,,2842.784,2842.784,2842.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57327,0.092,,0,,,,,,,,,,,,,,0,0,,
