Bloomberg symbol,Primary Exchange,me,Industry me,Country,Country Premium,$/Local currency,Market Cap in $,FCFF,FCFE,Market Capitalization,Firm Value,Enterprise Value,Cash & near Cash,Invested Capital,Total Debt,Book Equity,Revenues,Net Cap Ex,EBIT,EBITDA,EBIT (1-t),Chg in non-cash WC,Reinvestment,Tax Rate,Net Income,Standard deviation in stock prices,Beta,Geo growth in earnings per share,Cash/Firm Value,Payout Ratio,Reinvestment Rate,Net Margin,After-tax Margin,PE,PBV,PS,EV/EBITDA,EV/EBIT,Firm Value/BV,EV/Sales,ROE,ROIC,Market Debt to Capital,Market Debt to Equity,Book Debt to Equity,Interest Coverage Ratio
GHCL IN Equity     ,Bombay,GHCL LTD,Chemicals-Specialty,India,0.02,0.0221,53.587063400000005,618.51628,501.1843965659616,2424.754,3631.564,3466.2039999999997,165.36,3225.4,1206.81,2183.95,4633.58,-84.13,679.48,987.04,619.0062800000001,84.62,0.4900000000000091,0.08900000000000001,501.5,0.46703000000000006,0.595,0.0169,0.0455341004591961,0.46506480558325025,0.0007915913227891792,0.10823164809930982,0.13359136563952712,4.835002991026919,1.1102607660431787,0.523300342283936,3.5117158372507697,5.101259786895861,1.0710177069447557,0.7480617578632504,0.22962979921701507,0.19191612823215728,0.33231136777432535,0.49770409699293205,0.5525813319902012,3.1659677569658
INSP IN Equity     ,Bombay,GILLETTE INDIA LTD,Cosmetics&Toiletries,India,0.02,0.0221,508.59415100000007,363.270808,386.8201868846867,23013.31,23025.84,22898,127.84,2627.87,12.53,2743.18,3842.32,-104.87,251.14,456.62,149.98080799999997,-108.42,-213.29,0.4028,174.5,0.42235,0.805,0.0138,0.00555202329209271,0.4187965616045845,-1.4221152882440802,0.045415269941077266,0.03903391909054945,131.88143266475646,8.389281782456857,5.989430864685919,50.14673032280671,91.17623636218842,8.355683290331712,5.959420350205084,0.06361230396838706,0.05707314593187637,0.0005441712441326788,0.0005444675277046196,0.00456769151131169,4.569505094614264
SKB IN Equity     ,Bombay,GLAXOSMITHKLINE CONSUMER HEA,Food-Dairy Products,India,0.02,0.0221,287.584869,1060.2416710000002,1618.36,13012.89,13012.89,12742.11,270.78,4561.41,0,4832.19,7991.2,29.98,1227.17,1582.36,805.3916710000002,-284.83,-254.85,0.34369999999999995,1363.51,0.27951,0.497,0.06849999999999999,0.020808598243741396,0.23625789323143945,-0.31642989265529653,0.1706264390829913,0.10078482217939737,9.54367038012189,2.6929590930820186,1.6284024927420162,8.052598650117545,10.383329123104376,2.6929590930820186,1.5945177194914404,0.28217226557730557,0.17656638429783778,0,0,0,16.368814192343606
GLXO IN Equity     ,Bombay,GLAXOSMITHKLINE PHARMACEUTIC,Medical-Drugs,India,0.02,0.0221,962.1915680000001,1465.759074,2396.8905629409737,43538.08,43538.81,43013.62,525.19,5188.02,0.73,5712.48,10984.54,-104.41,1678.62,1919.55,1078.849074,-282.5,-386.91,0.35729999999999995,2010.03,0.32252000000000003,0.546,0.131,0.01206257130132863,0.20054924553364875,-0.35863218435686395,0.18298718016412155,0.09821522558067974,21.660413028661264,7.621572416883736,3.963577901304925,22.408179000286527,25.624393847326974,7.620726351735716,3.9158326156580063,0.3518664397949752,0.2079500607168053,1.6766650259848624e-05,1.676693138512309e-05,0.00012779038176063636,25.234816596512328
GNP IN Equity     ,Bombay,GLENMARK PHARMACEUTICALS LTD,Drug Delivery Systems,India,0.02,0.0221,169.62477090000002,-329.1279599999999,50.57948339348866,7675.329,8985.378999999999,8971.928999999998,13.45,2729.45,1310.05,1432.85,3143.95,261.3,522.2,628.77,395.93204000000003,463.76,725.06,0.2418,429.34,0.72026,0.9,,0.0014968762029960005,0.16094470582754924,1.8312738721524024,0.13656069593982093,0.12593458547368758,17.877041505566684,5.356687022368008,2.4413012293452505,14.269015697313801,17.181020681731134,3.275868241642058,2.8537123681992393,0.299640576473462,0.14505927567825022,0.14579796801003053,0.17068323716156011,0.9142966814390899,4.230738070161225
GLTB IN Equity     ,Bombay,GLOBAL TRUST BANK,Money Center Banks,India,0.02,0.0221,77.6448803,-1815.66,-2565.630505105464,3513.343,16129.562999999998,8859.302999999998,7270.26,8021.2,12616.22,2675.24,7311.89,-2038.39,-2724.66,-295.57,-2724.66,1129.39,-909,0,-2724.66,0.72625,1.146,,0.4507412879071802,,,-0.37295418831519617,-0.37263416161895213,,1.3132814252179243,0.4804972448983778,,,1.0548085663501066,1.2116296880833817,-1,-0.3396823417942453,0.7821799015881584,3.5909445789949914,4.715920814581122,
GP IN Equity     ,Bombay,GODFREY PHILIPS INDIA LTD,Tobacco,India,0.02,0.0221,101.72674200000002,606.921434,854.2214420963652,4603.02,4932.25,4776.09,156.16,2801.34,329.23,2628.27,5556.49,30.23,435.71,545.11,289.921434,-347.23,-317,0.3346,572.51,0.36203,0.479,-0.0037,0.031661006639971616,0.333147019266039,-1.0933996690979393,0.10303446960221291,0.05217708193481856,8.040069169097483,1.7513497471720945,0.8284042624030639,8.76169947350076,10.961625852057562,1.66770921386306,0.8595516234169414,0.21782769654563647,0.10349384009081367,0.06675046885295757,0.0715247815564564,0.12526490809543922,17.463326653306613
GCPL IN Equity     ,Bombay,GODREJ CONSUMER PRODUCTS LTD,Soap&Cleaning Prepar,India,0.02,0.0221,201.44326800000002,630.8785150000001,761.6798304282672,9115.08,9293.58,9222.16,71.42,562.53,178.5,455.45,4760.18,-53.88,714.89,804.75,545.818515,-31.18,-85.06,0.2365,700.57,0.45998,0.739,,0.007684874935170301,0.7830480894129066,-0.15583934524463686,0.14717300606279596,0.1146634192404489,13.010948227871589,20,1.9148603624232696,11.459658278968623,12.900110506511492,14.65979966874359,1.9373553100933156,1,0.9702922777451869,0.019206807279864166,0.01958293289801077,0.39192007904270504,23.165586519766688
GDSP IN Equity     ,Bombay,GODREJ INDUSTRIES LTD,Chemicals-Specialty,India,0.02,0.0221,58.0384454,333.75,904.703292118404,2626.174,6751.024,6499.924,251.1,6663.87,4124.85,2790.12,15611.76,-12.59,-205.33,119.62,-124.90223900000002,-526.49,-539.08,0.3917,687.19,0.5171399999999999,0.798,0.3039,0.037194357478213674,0.27593533084008787,,0.0440174586337479,-0.008000522618846307,3.8216126544332716,0.9412405201209985,0.168217676930724,54.338103995987304,,0.9762911480454723,0.4163479325841545,0.2462940662050378,-0.018743198621821857,0.6109961985026272,1.5706689655750155,1.478377274095738,-0.4931431178999448
GDLS IN Equity     ,Bombay,GOODLASS NEROLAC PAINTS LTD,Coatings/Paint,India,0.02,0.0221,146.8263667,273.65527,541.7173862202155,6643.727,7376.937,7329.0869999999995,47.85,2970.92,733.21,2285.56,6448.34,-34.26,420.9,662.32,298.96527,59.57,25.31,0.2897,560.88,0.36718000000000006,0.864,0.05,0.0064864319703421625,0.20417914705462845,0.08465866286073968,0.08698052522044433,0.046363136869333806,11.84518435315932,2.9068267733071984,1.0303003563707869,11.065779381567822,17.412893799002138,2.443689648432971,1.1365850746083488,0.24540156460561088,0.1006305353223917,0.09939220031294832,0.11036124753470455,0.32080102906946223,25.555555555555557
CC IN Equity     ,Bombay,GRAPHITE INDIA LTD,Electric Products-Misc,India,0.02,0.0221,82.06916770000001,427.04379900000004,336.05340885316764,3713.537,5612.727,5600.397,12.33,5331.52,1899.19,3444.66,3877.12,-94.55,512.71,711.36,470.10379900000004,137.61,43.06,0.08310000000000001,363.81,0.64038,0.823,0.0345,0.002196793109659529,0.21890547263681592,0.09159679222247681,0.09383511472433147,0.12125077351229781,10.207352739067096,1.0780561797100439,0.9578081153020799,7.8728028002699055,10.923128084102123,1.0503152221712808,1.4444734751568176,0.10561564856908955,0.0881744416226517,0.3383720604975086,0.5114234757860229,0.5513432385199121,2.213964936523016
GRASIM IN Equity    ,Bombay,GRASIM INDUSTRIES LIMITED,Bldg Prod-Cement/Aggreg,India,0.02,0.0221,2297.96905,6120.20047,6776.456102832088,103980.5,127803,127083.4,719.6,50641.8,23822.5,27538.9,48905.1,540.6,7429.1,10284.2,6030.20047,-630.6,-90.00000000000011,0.1883,6728.2,0.43441,0.887,0.1266,0.005630540754129403,0.12310870663773371,-0.01492487695023514,0.1375766535596492,0.12330412308736717,15.454430605511133,3.775768095312449,2.1261688453760446,12.357149802609827,17.106163599897698,2.488308340504737,2.598571519125817,0.24431622178082638,0.1190755555687199,0.18640016275048316,0.22910545727323872,0.8650490760342642,3.55221382805776
GESCO IN Equity     ,Bombay,GREAT EASTERN SHIPPING CO,Transport-Marine,India,0.02,0.0221,636.472044,-1224.7492500000005,768.1509391599557,28799.64,39008.23,38791.53,216.7,21745.48,10208.59,11753.59,9767.4,2892,2157.5,3841.1,1851.3507499999998,184.1,3076.1,0.1419,2414.4,0.63811,0.956,0.11539999999999999,0.00555523795875896,0.35379390324718357,1.6615436053919013,0.2471896308127035,0.1895438653070418,11.928280318091451,2.450284551358351,2.948547208059463,10.09906797531957,17.979851680185398,1.7761547350946034,3.9715308065605996,0.20541808928165778,0.08513726760687738,0.2617034918016019,0.35446936142257335,0.8685508002235912,5.52213974916816
GWN IN Equity     ,Bombay,GRINDWELL NORTON LIMITED,Bldg&Construct Prod-Misc,India,0.02,0.0221,63.956162400000004,204.426423,307.7508920210793,2893.944,2988.874,2925.154,63.72,1365.17,94.93,1333.96,1982.85,-12.75,199.69,264.94,131.136423,-60.54,-73.29,0.3433,239.33,0.60108,0.716,0.0052,0.02131906530686807,0.165294781264363,-0.5588836291500797,0.12070000252162293,0.0661353218851653,12.091856432540842,2.1694383639689345,1.459487101898782,11.040816788706877,14.648475136461515,2.0917453407890036,1.4752270721436318,0.17941317580737054,0.09605867620882381,0.031761124758019246,0.03280298443922896,0.07116405289513929,7.058677978084129
GTS IN Equity     ,Bombay,GTL LTD,E-Services/Consulting,India,0.02,0.0221,181.40610410000002,-279.51254400000005,-50.72982908351628,8208.421,9348.501,5308.851000000001,4039.65,11223.36,1140.08,14122.93,5779.13,914.8,886.93,1785.8,797.5274559999999,162.24,1077.04,0.1008,945.86,0.82721,1.303,0.0219,0.4321174057744659,0.07513796967838791,1.3504738826195346,0.16366823379989723,0.13800130054177703,8.67826211067177,0.5812123263373818,1.4203558321062166,2.9728138649344835,5.985648247325043,0.6124939314067147,0.9186246026651071,0.0669733546792344,0.07105959855159238,0.1219532414875925,0.13889151153431334,0.08072545852737356,9.32236703804919
GMDC IN Equity     ,Bombay,GUJARAT MINERAL DEV CORP LTD,Diversified Minerals,India,0.02,0.0221,173.37582600000002,-3489.2121600000005,-965.3744943409049,7845.06,13143.46,12793.96,349.5,11127.6,5298.4,6178.7,2916.15,4246.63,1186.65,1312.91,770.84784,13.43,4260.06,0.3504,1328.03,0.7371099999999999,1.155,-0.0019,0.026591171578868884,0.09578096880341559,5.5264603193283905,0.45540524321451226,0.2643375135023919,5.9072912509506565,1.2696942722579185,2.6902114088781444,9.74473497802591,10.781578392954955,1.1451899870176265,4.387277746343638,0.21493679900302654,0.06927350372047882,0.40312063946632015,0.6753804304874659,0.8575266641850227,104.18349429323969
GGAS IN Equity     ,Bombay,GUJARAT GAS COMPANY LIMITED,Electric-Distribution,India,0.02,0.0221,145.24497910000002,482.892674,892.2033212370146,6572.171,7322.171,7305.301,16.87,2490.78,750,1757.65,4542.75,534.25,859.26,1007.95,524.062674,-493.08,41.17,0.3901,921.06,0.31989,0.601,0.19190000000000002,0.0023039614890173967,0.4551495016611296,0.07855930605735148,0.20275383853392767,0.11536242892521051,7.135442859314269,3.7391807242625097,1.4467384293654726,7.247681928667097,8.501851593231386,2.9199334037844196,1.608123053216664,0.5240292435922965,0.21040102859345264,0.10242863762673665,0.11411754198118094,0.4267061132762495,8.423291834133908
GIP IN Equity     ,Bombay,GUJARAT INDS POWER CO LTD,Electric-Integrated,India,0.02,0.0221,137.138456,5252.366375,1389.5540452315465,6205.36,18966.14,18879.88,86.26,16939.91,12760.78,4265.39,8237.58,-1390.62,2451.85,3842.47,1366.906375,-2494.84,-3885.46,0.4425,416.17,0.6806300000000001,1.364,-0.15130000000000002,0.004548105202218269,0.09169329841170674,-2.8425209444209374,0.05052090541154077,0.1659354294586517,14.91063747987601,1.4548165583920811,0.7532989057465906,4.913474926284396,7.700258988111019,1.113940481035958,2.291920685444026,0.09756903823565957,0.08069147799486537,0.6728190343422542,2.05641252078848,2.9917029861278803,1.0735788003380315
GNFC IN Equity     ,Bombay,GUJARAT RMADA VALLEY FERT,Agricultural Chemicals,India,0.02,0.0221,201.3490999,1357.6024929999999,1602.2018116854267,9110.819,17694.859,17514.169,180.69,15777.82,8584.04,7374.47,15851.6,369.18,2359.79,3396.55,1455.282493,-271.5,97.68000000000006,0.3833,1647.34,0.58613,0.963,0.0643,0.010211440509359243,0.22233418723517914,0.06712098885944619,0.10392263241565519,0.09180666260819097,5.530624521956609,1.235454073309675,0.5747570592243054,5.156458465207343,7.421918475796576,1.1088039547551745,1.1048833556234072,0.2233841889654443,0.09223596751642495,0.48511491388543987,0.9421809389474208,1.1640212788173252,3.0823961231500707
GSFC IN Equity     ,Bombay,GUJARAT STATE FERT & CHEMICA,Agricultural Chemicals,India,0.02,0.0221,101.00886770000001,2548.54,-1510.0680238188042,4570.537,19265.967,18907.737,358.23,20396.8,14695.43,6059.6,18365.24,-991.43,-771.84,652.86,-771.84,-2328.95,-3320.38,0,-2479.48,0.84028,1.347,,0.018593927831393048,,,-0.12024999401042404,-0.04202722098921658,,0.7542638127929236,0.2488688958053366,28.961396011396012,,0.928255319312957,1.0295393362678624,-0.40918212423262257,-0.037841229996862256,0.7627662810799998,3.2152523871921392,2.425148524655093,-0.45199222318521465
GAMB IN Equity     ,Bombay,GUJARAT AMBUJA CEMENTS LTD,Bldg Prod-Cement/Aggreg,India,0.02,0.0221,988.69212,2814.6155999999996,2745.1354178275856,44737.2,64507.3,64052.5,454.8,33462.3,19770.1,14147,21289.8,-695.8,3274,5334.2,3274,1546.1,850.3,0,3099.8,0.41509999999999997,0.836,0.1766,0.007050364842428687,0.29350280663268596,0.25971288943188764,0.14560024049075146,0.15378256254168662,14.43228595393251,3.1623100303951364,2.1013443057238677,12.007892467474035,19.563989004276113,1.9019108355372363,3.008600362614961,0.21911359298791264,0.09784145142443886,0.3064784915815729,0.441916347022165,1.3974764967837703,2.2891903230317436
GALK IN Equity     ,Bombay,GUJARAT ALKALIES & CHEMICALS,Chemicals-Specialty,India,0.02,0.0221,76.8003288,1599.131949,769.2329798830459,3475.128,12315.888,12129.818000000001,186.07,11842.59,8840.76,3187.9,7368.71,-538.56,1343.23,2138.37,706.941949,-353.63,-892.19,0.47369999999999995,532.78,0.76268,1.283,,0.015108126998231875,0,-1.2620413900491283,0.07230302183150103,0.09593835949575978,6.5226322309396005,1.090099438501835,0.4716060205924782,5.672459864289156,9.030335832284866,1.023878636523104,1.6461250340968774,0.16712569403055302,0.059694876627494495,0.7178337445095311,2.5440098897076595,2.7732237523134353,1.4420384764031433
HCLT IN Equity     ,Bombay,HCL TECHNOLOGIES LTD,Applications Software,India,0.02,0.0221,2121.175459,2820.84485,3572.4079851462957,95980.79,96517.49,94967.09,1550.4,21878.1,536.7,22891.8,21435,-115.8,2466.9,4042,2236.24485,-468.8,-584.6,0.0935,3001.2,0.50013,1.438,,0.016063409854524816,0.3705184592829535,-0.26142038963219966,0.14001399580125962,0.10432679496151155,31.980804344928696,4.1928022261246385,4.477760205271752,23.49507422068283,38.49653005796749,4.119661523358302,4.430468392815489,0.1311037139936571,0.10221385083713852,0.005560650199254043,0.005591743931259579,0.023445076402904098,50.140243902439025
HCLHP IN Equity     ,Bombay,HCL-INFOSYSTEMS LTD,Computers-Integrated Sys,India,0.02,0.0221,363.18079200000005,1480.0193649999999,914.70896215874,16433.52,18775.78,17980.69,795.09,4512.08,2342.26,2964.91,26187.08,-94.61,1050.35,1235.89,1050.35,-141.9,-236.51,0,782.58,0.5908599999999999,1.113,0.28809999999999997,0.0423465762807191,0.1014848322216259,-0.22517256152711002,0.029884202438759878,0.04010947383213401,20.99915663574331,5.542670772468642,0.6275430479457809,14.548778612983357,17.118760413195602,3.537813938502064,0.6866244728316405,0.2639473036281034,0.23278620946437117,0.12474901175876583,0.14252941548736972,0.7899936254388836,15.890317700453858
HDFCB IN Equity     ,Bombay,HDFC BANK LIMITED,Money Center Banks,India,0.02,0.0221,2301.67743,16493.00816,10934.423754005325,104148.3,136027.2,115207.6,20819.6,33576.7,31878.9,22517.4,24949.9,553.4,5702.4,7683.3,3868.5081600000003,-13177.9,-12624.5,0.32159999999999994,5708.5,0.30221,0.539,0.342,0.15305468318101084,0.12339493737409127,-3.2634027066392433,0.22879851221848582,0.155051048701598,18.244424980292546,4.625236483785872,4.174297291772713,14.994546614085095,20.20335297418631,2.500670082340159,4.617557585401144,0.25351505946512476,0.11521406689758076,0.2343568051095663,0.3060914100374178,1.415745157078526,
HEG IN Equity     ,Bombay,H.E.G. LIMITED,Electric Products-Misc,India,0.02,0.0221,91.58056570000001,1026.080858,714.5275312363376,4143.917,6019.917,5989.2570000000005,30.66,4315.24,1876,2469.9,5389.41,-119.79,522.94,756.37,481.470858,-424.82,-544.61,0.0793,405.01,0.66694,0.824,0.042800000000000005,0.0050930934762057345,0.24703093750771585,-1.131138034526692,0.0751492278375555,0.08933646874147634,10.231641194044593,1.677767116077574,0.7688999352433755,7.918422200774753,11.453048150839484,1.3851945511861756,1.1113010515065658,0.16397829871654723,0.1115745260982008,0.3116322035669262,0.4527117700475178,0.7595449208469979,2.346179729911616
SPICF IN Equity     ,Bombay,HENKEL SPIC INDIA LTD,Soap&Cleaning Prepar,India,0.02,0.0221,62.12119940000001,-16.91,22.172566794787684,2810.914,3560.3640000000005,3497.7140000000004,62.65,3030.78,749.45,2343.98,3279.69,-19.12,142.88,201.64,142.88,178.91,159.79,0,143.25,0.60468,0.849,,0.01759651541246906,0,1.118351063829787,0.043677908582823374,0.043565093042330215,19.62243630017452,1.1992056246213705,0.8570669788912977,17.346330093235473,24.480081187010082,1.1509437743863609,1.0664770145958917,0.06111400267920375,0.047142979694996,0.21049814007781226,0.2666214619159462,0.3197339567743752,1.6961063627730295
HH IN Equity     ,Bombay,HERO HONDA MOTORS LIMITED,Motorcycle/Motor Scooter,India,0.02,0.0221,2016.56312,5274.51296,8881.121767351766,91247.2,93375,93137.2,237.8,10500.3,2127.8,8610.3,51017.1,244.7,7965.6,8545.4,5230.21296,-289,-44.3,0.34340000000000004,8845.6,0.45529000000000003,0.951,0.49950000000000006,0.0025467202141900938,0.267624581712942,-0.008470018398638963,0.17338500228354808,0.10251882133637545,10.315546712489825,10.597447243417768,1.7885610903010951,10.899103611299648,11.692427437983328,8.695672418770547,1.8256074923898065,1,0.49810128853461333,0.022787684069611784,0.023319071708501744,0.24712263219632305,
APTH IN Equity     ,Bombay,HEXAWARE TECHNOLOGIES LTD,Educatiol Software,India,0.02,0.0221,171.976233,-263.79012,-287.96672555090146,7781.73,7968.33,7812.25,156.08,2150.14,186.6,2119.62,2485.92,148.9,16.54,159.04,16.54,171.49,320.39,0,6.5,0.65522,,-0.35810000000000003,0.01958754218261543,0,19.37061668681983,0.0026147261376070026,0.006653472356310742,200,3.671285419084553,3.130321973353929,49.1212902414487,200,3.455147384031012,3.142599118233893,0.0030665874071767584,0.007692522347382031,0.023417704839031515,0.023979243690027796,0.08803464771987432,
HKCI IN Equity     ,Bombay,HIKAL LTD,Chemicals-Diversified,India,0.02,0.0221,112.95146460000002,-38.50706400000007,81.7796005765006,5110.926,6053.396000000001,6049.216,4.18,1570.84,942.47,632.55,1284.19,258.29,276.88,392.13,276.88,77.78,336.07,0,216.75,0.55776,1.115,,0.0006905214857907858,0,1.2137749205431958,0.16878343547294403,0.21560672486158589,23.579820069204153,8.079876689589756,3.9798830391141498,15.426557519190066,21.84778965616874,3.8433772269558486,4.710530373231376,0.342660659236424,0.1762623819103155,0.15569277146249808,0.184402982942817,1.4899533633704847,4.240122511485452
HMFC IN Equity     ,Bombay,HIMACHAL FUTURISTIC COMMUN,Telecommunication Equip,India,0.02,0.0221,104.4526444,-1266.759116,-2506.593826615908,4726.364,20699.984,20378.904,321.08,26656.02,15973.62,11003.48,12160.44,-499.09,279.18,1300.49,279.18,2046.09,1547,0,-1875.6,1.0876000000000001,0.923,,0.015511123100385004,,5.5412278816534135,-0.16813700820036115,0.022958050860001775,,0.4295335657446553,0.38866718638470316,15.670173549969626,72.99557274876423,0.7673168724584927,1.675836071721089,-0.17045516509322506,0.010473431517533377,0.7716730602303847,3.3796846793856763,1.4516880114291117,0.1295631108512238
