Name,Broad Category Group,Global Category,Morningstar Institutional Category,Morningstar Category,Morningstar Rating Overall,Equity Style Box (Long),Inception Date,Fund Size Base Currency,Manager Tenure (Average),Total Ret 1 Yr (Daily) Base Currency,Total Ret Annlzd 2 Yr (Daily) Base Currency,Total Ret Annlzd 3 Yr (Daily) Base Currency,Total Ret Annlzd 5 Yr (Daily) Base Currency,Management Fee,Annual Report Net Expense Ratio,Annual Report Gross Expense Ratio,Turnover Ratio %,Prospectus Objective,Tax Cost Ratio 1 Yr,Tax Cost Ratio 3 Yr,Tax Cost Ratio 5 Yr,Post-tax Return 1 Yr (Daily) Base Currency,Post-tax Return 3 Yr (Daily) Base Currency,Post-tax Return 5 Yr (Daily) Base Currency,Alpha 2009-06-01 to 2012-05-31 Base Currency,Appraisal Ratio 2009-06-01 to 2012-05-31 Base Currency,Beta 2009-06-01 to 2012-05-31 Base Currency,Correlation 2009-06-01 to 2012-05-31 Base Currency,Excess Return 2009-06-01 to 2012-05-31 Base Currency,Excess Return (geo) 2009-06-01 to 2012-05-31 Base Currency,Information Ratio (arith) 2009-06-01 to 2012-05-31 Base Currency,M-Squared 2009-06-01 to 2012-05-31 Base Currency,Morningstar Risk 2009-06-01 to 2012-05-31,R2 2009-06-01 to 2012-05-31 Base Currency,Residual Std Dev 2009-06-01 to 2012-05-31 Base Currency,Sharpe Ratio 2009-06-01 to 2012-05-31 Base Currency,Std Dev 2009-06-01 to 2012-05-31 Base Currency,Tracking Error 2009-06-01 to 2012-05-31 Base Currency,Treynor Ratio (arith) 2009-06-01 to 2012-05-31 Base Currency
ING Baron Growth Portfolio ADV,Equity,US Equity Mid Cap,Mid Core Growth,US OE Mid-Cap Growth,4,Mid Growth,37377,729769052,10.08,4.68348,13.4252,18.64091,1.49173,0.85,1.58,1.58,14,Small Company,0,0,0.09,,,,2.65336153921674,0.10891407435781368,1.007372663172223,0.9189618231743247,2.8889749937293097,2.5139701906799594,0.41672868044430084,16.42146388146519,3.4618940129025972,84.44908324518788,7.032695305711346,1.0178434972451866,17.581308303496236,6.9325081984978585,17.575378045369625
MFS Mid Cap Value 529A,Equity,US Equity Mid Cap,Mid Core Value,US OE Mid-Cap Value,3,Mid Blend,37468,930418946,3.58,0.45828,10.86661,19.42999,-0.30175,0.75,1.31,1.32,56,Growth,0.19,0.18,0.64,,,,1.8016207728825089,0.1252633442293133,1.1221633758817076,0.9751003874115033,3.735697583697693,3.2507835433660093,0.8234138392828987,16.41563274057145,3.792965652546254,95.08207655300639,4.151917883882949,1.017479836028956,18.457240104333092,4.536840900015802,16.53206509543635
MFS Mid Cap Value 529A Load Waived,Equity,US Equity Mid Cap,Mid Core Value,US OE Mid-Cap Value,3,Mid Blend,37468,930418946,3.58,0.45828,10.86661,19.42999,-0.30175,0.75,1.31,1.32,56,Growth,0.19,0.18,0.64,,,,1.8016207728825089,0.1252633442293133,1.1221633758817076,0.9751003874115033,3.735697583697693,3.2507835433660093,0.8234138392828987,16.41563274057145,3.868581853401153,95.08207655300639,4.151917883882949,1.017479836028956,18.457240104333092,4.536840900015802,16.53206509543635
American Funds Washington Mutual R3,Equity,US Equity Large Cap Value,Giant Value,US OE Large Value,4,Large Blend,37411,51885881745,12.77,7.38125,12.92443,15.4664,-0.68498,0.25,0.97,0.97,25,Growth and Income,0.76,0.82,1.03,,,,1.2660754643694938,0.13712992218877365,0.852562851342165,0.9820336377147081,-0.745572285912699,-0.6487929130054804,-0.21096858300223198,16.413334445231747,2.1105864341001386,96.43900656031826,2.665242561582763,1.0173365020067253,13.923293652643709,3.5340441467761625,16.503660798766887
Hartford Advisers HLS IA,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,3,Large Blend,30406,3245599246,4.25,5.97837,9.15606,12.9739,1.29813,0.61,0.64,0.64,34,Asset Allocation,0.61,0.6,1.43,,,,1.0092233029008537,0.1549238806283963,0.7251959237199463,0.9875338295174765,-2.8934700326631813,-2.517881748900508,-0.605289950623244,16.412494892873696,1.492043735223092,97.52230644414523,1.88052139940863,1.0172841430194908,11.778290668658851,4.780304100016671,16.440399030751202
Clipper,Equity,US Equity Large Cap Blend,Large Relative Value,US OE Large Blend,2,Large Blend,30741,1021193998,6.42,2.18238,9.82867,16.464,-3.62008,0.55,0.75,0.75,15,Growth,0.48,0.26,0.58,,,,1.6943820401764702,0.11232248171420903,0.8835998265115116,0.9570501157816534,0.13187797408282798,0.11475948956676252,0.028177523972403976,16.412322196120343,2.4072551312245505,91.59449241176762,4.354657732256118,1.0172733727238474,14.808049323225047,4.680254170380065,16.91700011666016
Pioneer Fundamental Growth R,Equity,US Equity Large Cap Growth,Giant Growth,US OE Large Growth,5,Large Growth,41001,788896037,5.42,,,,,0.65,,,16,Growth,,,,,,,1.363243459471522,0.13130850152281376,0.8921246023186095,0.9793380209580126,-0.06579895542941827,-0.05725789004281667,-0.019222143550602932,16.41073124190571,2.3405348791912814,95.91029592939567,2.9970221621946345,1.0171741522873663,14.608886616696958,3.423081055252778,16.533768265473835
MFS Moderate Allocation R1,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,4,Large Growth,38443,3386281574,10,2.3733,8.02183,11.82584,2.29618,0,1.05,1.05,12,Growth and Income,0.63,0.65,0.87,,,,1.0828359339806397,0.12135844473465299,0.6557131258852471,0.972065320493334,-3.857763565242834,-3.357004690854881,-0.6348939679311031,16.40946745399402,1.2485181210911467,94.49109873058082,2.5757400704122975,1.0170953356959995,10.820319583102322,6.0762328201257505,16.7119070768277
Fidelity Advisor Freedom 2015 A LW,Allocation,Target Date 2000-2020,Target Date 2011-2015 Conservative,US OE Target Date 2011-2015,3,Large Blend,37931,1704182053,2.88,1.80952,7.19025,10.93243,1.35061,,0.25,0.25,19,Asset Allocation,0.95,0.88,1.02,,,,0.9760511076194756,0.12473977809649102,0.6113005577866362,0.9751633040368956,-4.627308930282826,-4.026658845801068,-0.6991687547958548,16.408094945448067,1.0704041069488088,95.09434695401548,2.258795784016188,1.0170097387028547,10.056059653660384,6.618300515494175,16.66720459196221
Fidelity Advisor Freedom 2015 A,Allocation,Target Date 2000-2020,Target Date 2011-2015 Conservative,US OE Target Date 2011-2015,2,Large Blend,37931,1704182053,2.88,1.80952,7.19025,10.93243,1.35061,,0.25,0.25,19,Asset Allocation,0.95,0.88,1.02,,,,0.9760511076194756,0.12473977809649102,0.6113005577866362,0.9751633040368956,-4.627308930282826,-4.026658845801068,-0.6991687547958548,16.408094945448067,1.0494817392664668,95.09434695401548,2.258795784016188,1.0170097387028547,10.056059653660384,6.618300515494175,16.66720459196221
American Funds American Mutual C,Equity,US Equity Large Cap Value,Large Core Value,US OE Large Value,4,Large Value,36965,20770528436,5.27,6.51889,10.4166,13.85335,0.06182,0.26,1.43,1.43,23,Growth and Income,0.62,0.67,0.83,,,,1.1117912386175912,0.1473410563345979,0.7852853284742904,0.9857739168478529,-1.8973767935448027,-1.6510868767687592,-0.46763418865676964,16.407206086012362,1.7641677862851193,97.17502151375575,2.178255629716839,1.0169543046618434,12.776462883502615,4.057395373496577,16.450840391539863
Wells Fargo Advantage Large Cap Gr Inv,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,5,Large Growth,29950,517235445,7.22,11.60147,15.15998,18.1748,4.05678,0.65,1.19,1.32,47,Growth,0,0.01,0,,,,1.7992555147643525,0.11736610782130268,1.053307617150999,0.9682320653808821,2.735731895116224,2.3806188869556655,0.6154966260459328,16.4001599523145,3.3763008731349657,93.74733324317287,4.425471181900966,1.016514869978823,17.446305312847894,4.444755307094184,16.66342481855742
JPMorgan SmartRetirement 2015 C,Allocation,Target Date 2000-2020,Target Date 2011-2015 Moderate,US OE Target Date 2011-2015,3,Large Blend,38852,761454294,4.75,2.84302,7.46836,11.60175,1.71653,,0.93,1.08,12,Growth,0.71,0.8,1.03,,,,1.0791585614703827,0.11752314478092432,0.6335349365744949,0.968482545656809,-4.192441998856268,-3.6482400277456084,-0.651938334326106,16.39972463152536,1.1655394351629536,93.79584412418932,2.650765034941205,1.0164877210399592,10.493004521466126,6.430733979142215,16.76867017417888
Principal Equity Income R-1,Equity,US Equity Large Cap Value,Large Deep Value,US OE Large Value,5,Large Value,40238,3783750555,3.17,5.96374,11.22974,,,0.51,1.39,1.39,16.6,Equity-Income,0.78,,,,,,1.3143079213716478,0.12682923233089796,0.8466946238467397,0.9772202823536258,-0.7851996150290539,-0.6832763974077505,-0.2045458998651966,16.399105770111184,2.091558375044066,95.49594802433002,2.9914871290170035,1.016449125523463,13.89594768364288,3.8387453160710128,16.5712411345179
American Funds Washington Mutual 529E,Equity,US Equity Large Cap Value,Giant Value,US OE Large Value,4,Large Blend,37316,51885881745,12.77,7.37616,12.91089,15.4491,-0.70759,0.25,0.98,0.98,25,Growth and Income,0.76,0.81,1.02,,,,1.251913329107695,0.13598309089647878,0.8522467587177374,0.9821201532453708,-0.7659849320043719,-0.6665558856510656,-0.21687694360664897,16.39899219374201,2.1082449774143974,96.45599954107107,2.6576557893975705,1.0164420422920162,13.916903501177433,3.531887342499825,16.48583032832897
Fidelity Growth Company,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,5,Large Growth,30333,40623027082,15.42,9.64441,15.43405,19.67639,4.75231,0.64,0.84,0.84,36,Growth,0.52,0.19,0.15,,,,2.1278418487093287,0.11174762115823465,1.1264922919142442,0.9578426997522426,4.1174280213464485,3.5829632760418617,0.7117510904661127,16.398359259227263,4.006128839357025,91.74626374686648,5.496806336511232,1.0164025691014995,18.861016188570442,5.7849268887667185,16.807401658529137
JPMorgan SmartRetirement 2020 Instl,Allocation,Target Date 2000-2020,Target Date 2016-2020 Moderate,US OE Target Date 2016-2020,4,Large Blend,38852,1519106421,4.75,3.63996,8.97716,13.55676,2.16822,,0.03,0.18,12,Growth,0.93,0.97,1.24,,,,1.163836430570941,0.12583625301764673,0.7466028713650675,0.9766826312830382,-2.42170664069603,-2.107355833295943,-0.5002677003114654,16.396547462946586,1.612037683165024,95.39089622499591,2.66990338781225,1.0162895757694912,12.261169874848653,4.840821502544101,16.600892159356338
PIMCO All Asset All Authority D,Allocation,Allocation,Global Allocation,US OE World Allocation,5,Large Blend,38562,18753103265,8.67,3.94494,6.49223,9.55036,7.1286,0.4,0.62,1.12,55,Asset Allocation,2.79,2.55,2.41,,,,4.438002543225955,0.17499805590228448,0.2744118684044789,0.5206372672091957,-6.24901228200101,-5.437856205831704,-0.45645456812469876,16.396089604230568,0.7594598356179594,27.106316400705943,7.32088693724254,1.0162610212446457,8.453155329005849,13.690326964355942,31.21937896455965
MFS Utilities A,Equity,Utilities Sector Equity,Utilities,US OE Utilities,3,Large Value,33648,4221314617,13.71,1.52362,11.7792,14.98202,2.20739,0.59,1.04,1.04,51,Specialty - Utility,1.17,1.16,1.26,,,,2.166174493783036,0.1081418857032826,0.7850263965666682,0.9109762599355954,-0.8677860211203647,-0.7551426349209023,-0.13028766601163158,16.39389840874928,2.038649120066971,82.98777461662455,5.782409928234559,1.0161243665439197,13.821565363828332,6.66053854278802,17.76780301143466
MFS Utilities A Load Waived,Equity,Utilities Sector Equity,Utilities,US OE Utilities,4,Large Value,33648,4221314617,13.71,1.52362,11.7792,14.98202,2.20739,0.59,1.04,1.04,51,Specialty - Utility,1.17,1.16,1.26,,,,2.166174493783036,0.1081418857032826,0.7850263965666682,0.9109762599355954,-0.8677860211203647,-0.7551426349209023,-0.13028766601163158,16.39389840874928,2.079291434144203,82.98777461662455,5.782409928234559,1.0161243665439197,13.821565363828332,6.66053854278802,17.76780301143466
MFS Utilities R3,Equity,Utilities Sector Equity,Utilities,US OE Utilities,3,Large Value,38443,4221314617,13.71,1.58483,11.8272,14.99735,2.20938,0.59,1.04,1.04,51,Specialty - Utility,1.17,1.16,1.26,,,,2.179392918447818,0.10820206822344884,0.7836266979034368,0.9098368988426866,-0.8758829890251008,-0.7621885719718002,-0.13074473890888935,16.393352294972882,2.0781016649062725,82.78031824956771,5.8144595052348915,1.016090307960232,13.814210296172007,6.699183434336641,17.78920682815479
T. Rowe Price Instl Mid-Cap Equity Gr,Equity,US Equity Mid Cap,Mid Core Growth,US OE Mid-Cap Growth,5,Mid Growth,35277,2849484108,15.92,3.37837,12.80978,20.1921,4.2293,0.6,0.63,0.63,38.3,Growth,0.45,0.2,0.65,,,,2.09981598003705,0.11176321512862317,1.1281062435323876,0.9589999870992743,4.121190040819634,3.5862369647490677,0.7196462741083981,16.39163400244353,3.964264306348465,91.96809752564081,5.423650885167606,1.01598314602358,18.866293724094348,5.726688498353668,16.786690565257263
JHancock2 US Equity A,Equity,US Equity Large Cap Blend,Giant Core,US OE Large Blend,4,Large Growth,40844,1695810362,6.67,,,,,0.76,,,72,Growth,,,,,,,1.5213214629002527,0.11060981010264138,0.7960097160088175,0.9560730010626155,-1.3350673461229654,-1.1617682804414775,-0.26176496189318776,16.389544788404596,1.8906679361708534,91.4075583360876,3.9704224937840147,1.0158528514324852,13.351821995316772,5.100252289180455,16.93561369522406
JHancock2 US Equity A Load Waived,Equity,US Equity Large Cap Blend,Giant Core,US OE Large Blend,5,Large Growth,40844,1695810362,6.67,,,,,0.76,,,72,Growth,,,,,,,1.5213214629002527,0.11060981010264138,0.7960097160088175,0.9560730010626155,-1.3350673461229654,-1.1617682804414775,-0.26176496189318776,16.389544788404596,1.923272066456505,91.4075583360876,3.9704224937840147,1.0158528514324852,13.351821995316772,5.100252289180455,16.93561369522406
Columbia Large Core Quantitative I,Equity,US Equity Large Cap Blend,Large Relative Value,US OE Large Blend,4,Large Blend,38183,3273518649,1.46,11.28393,14.79663,18.10363,-0.29189,0.59,0.69,0.71,57,Growth,0.39,0.69,0.94,,,,1.2817028313900085,0.20074777631596621,1.0143872382108698,0.993821082390526,1.6528347245612593,1.4382877098925384,0.9026178697876368,16.389005058627273,2.9805707196813422,98.76803438038768,1.8430876005306471,1.0158191909892145,16.36935444268873,1.8311566609578975,16.2352349263596
Hartford Balanced R5,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,3,Large Blend,39072,571955230,5.06,5.78448,9.15198,13.01499,1.20136,0.67,0.8,0.85,43,Asset Allocation,0.61,0.58,1.31,,,,0.9937991004089448,0.15177082214113347,0.7264481347665701,0.9874494833415449,-2.8920830038822167,-2.5166747640645415,-0.6068736755650881,16.38776706913073,1.4964710368353664,97.50564821514841,1.8902519273696523,1.0157419833253631,11.799698513809096,4.765543671323797,16.413969311164387
American Funds American Mutual R2,Equity,US Equity Large Cap Value,Large Core Value,US OE Large Value,4,Large Value,37407,20770528436,5.27,6.53086,10.39905,13.82469,0.00948,0.26,1.45,1.45,23,Growth and Income,0.61,0.66,0.81,,,,1.1006254215265345,0.1439313906020651,0.7847261885965522,0.9853778678534331,-1.9189080726565777,-1.669823277731619,-0.4702880282274897,16.387627911069828,1.763360870697884,97.09695424553777,2.207462808276977,1.0157333046824357,12.772502975463643,4.080282629963856,16.43512413483048
American Funds Trgt Date Ret 2015 R2,Allocation,Target Date 2000-2020,Target Date 2011-2015 Moderate,US OE Target Date 2011-2015,3,Large Blend,39114,1488862778,3.69,3.33351,7.44569,10.61438,0.42428,0.1,1.07,1.17,7,Growth and Income,0.76,0.84,0.83,,,,0.9727716131923936,0.11621580750118027,0.5729084200259692,0.9679990783765386,-5.205959486662405,-4.530197385496337,-0.718012926788776,16.386322990825416,0.9464314541479002,93.70222157378282,2.4163234107845146,1.0156519228582244,9.493738729459837,7.2505094162376915,16.774096123417586
Janus Enterprise A Load Waived,Equity,US Equity Mid Cap,Mid High Growth,US OE Mid-Cap Growth,4,Mid Growth,40000,2356219022,4.58,3.72578,13.92846,,,0.64,1.04,1.05,15,Growth,0,,,,,,1.9732496537426627,0.10960432939455554,1.0229671905519482,0.9545384334637884,2.4590235308643145,2.1398287864005994,0.4788219413868487,16.3803552695795,3.2500883194764416,91.11436209595033,5.197131468527821,1.0152797437588055,17.187715781894266,5.135569860775503,16.88715345370636
Janus Enterprise A,Equity,US Equity Mid Cap,Mid High Growth,US OE Mid-Cap Growth,4,Mid Growth,40000,2356219022,4.58,3.72578,13.92846,,,0.64,1.04,1.05,15,Growth,0,,,,,,1.9732496537426627,0.10960432939455554,1.0229671905519482,0.9545384334637884,2.4590235308643145,2.1398287864005994,0.4788219413868487,16.3803552695795,3.1865613371160784,91.11436209595033,5.197131468527821,1.0152797437588055,17.187715781894266,5.135569860775503,16.88715345370636
Sentinel Small Company A Load Waived,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,5,Small Growth,34029,2284151743,5.31,0.13397,11.76079,17.0129,2.58096,0.55,1.1,1.1,37,Small Company,1.3,0.43,0.65,,,,2.2682907222596107,0.10695444898291298,1.0104213431412343,0.937115717458421,2.545593695216674,2.2151616684977116,0.4217042209914907,16.379293339647486,3.3671759255964098,87.81858679076112,6.122224327976006,1.0152135161135358,17.29289922839303,6.036443479820042,17.1825092642399
Sentinel Small Company A,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,4,Small Growth,34029,2284151743,5.31,0.13397,11.76079,17.0129,2.58096,0.55,1.1,1.1,37,Small Company,1.3,0.43,0.65,,,,2.2682907222596107,0.10695444898291298,1.0104213431412343,0.937115717458421,2.545593695216674,2.2151616684977116,0.4217042209914907,16.379293339647486,3.310094119809648,87.81858679076112,6.122224327976006,1.0152135161135358,17.29289922839303,6.036443479820042,17.1825092642399
Principal SAM Balanced R4,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,4,Large Blend,39098,3365964652,2.42,3.83071,8.4199,12.26695,2.37634,0.34,0.72,0.72,29.6,Balanced,0.77,0.8,1.34,,,,0.9482367247657733,0.14455027531629522,0.6914556456370687,0.98612475155507,-3.4598670701528,-3.010757343680326,-0.6543207305874748,16.36920887382774,1.3516051247934193,97.24420256295484,1.893682758822423,1.0145845947460241,11.24682254753069,5.287723448783895,16.423487747327044
Columbia Balanced R,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,4,Large Blend,40448,1139446449,9.17,5.99295,,,,0.71,1.28,1.37,99,Balanced,0.84,,,,,,0.86416192638415,0.1824727668204379,0.6830756572450496,0.9925174909646013,-3.667457061177192,-3.1914010150349226,-0.6975874816261004,16.369208126859117,1.2978980715981923,98.50909698706674,1.3671194050350608,1.014584548161055,11.038859290705027,5.257343570197423,16.32106665589555
First Eagle US Value A Load Waived,Equity,US Equity Large Cap Blend,Large Relative Value,US OE Large Blend,4,Large Value,37138,2609934376,3.58,5.79659,9.6268,12.85764,4.15501,0.75,1.18,1.18,18.54,Growth,0.75,0.64,0.8,,,,1.0334622348143174,0.1263468042410248,0.6905193615638001,0.9786160157193929,-3.3908715087490826,-2.950717784655199,-0.61865926417073,16.367937740573016,1.3750651448727549,95.7689306222499,2.3612377972343666,1.0145053200596756,11.316793314272966,5.481000132268789,16.545674924262947
