Name,Broad Category Group,Global Category,Morningstar Institutional Category,Morningstar Category,Morningstar Rating Overall,Equity Style Box (Long),Inception Date,Fund Size Base Currency,Manager Tenure (Average),Total Ret 1 Yr (Daily) Base Currency,Total Ret Annlzd 2 Yr (Daily) Base Currency,Total Ret Annlzd 3 Yr (Daily) Base Currency,Total Ret Annlzd 5 Yr (Daily) Base Currency,Management Fee,Annual Report Net Expense Ratio,Annual Report Gross Expense Ratio,Turnover Ratio %,Prospectus Objective,Tax Cost Ratio 1 Yr,Tax Cost Ratio 3 Yr,Tax Cost Ratio 5 Yr,Post-tax Return 1 Yr (Daily) Base Currency,Post-tax Return 3 Yr (Daily) Base Currency,Post-tax Return 5 Yr (Daily) Base Currency,Alpha 2009-06-01 to 2012-05-31 Base Currency,Appraisal Ratio 2009-06-01 to 2012-05-31 Base Currency,Beta 2009-06-01 to 2012-05-31 Base Currency,Correlation 2009-06-01 to 2012-05-31 Base Currency,Excess Return 2009-06-01 to 2012-05-31 Base Currency,Excess Return (geo) 2009-06-01 to 2012-05-31 Base Currency,Information Ratio (arith) 2009-06-01 to 2012-05-31 Base Currency,M-Squared 2009-06-01 to 2012-05-31 Base Currency,Morningstar Risk 2009-06-01 to 2012-05-31,R2 2009-06-01 to 2012-05-31 Base Currency,Residual Std Dev 2009-06-01 to 2012-05-31 Base Currency,Sharpe Ratio 2009-06-01 to 2012-05-31 Base Currency,Std Dev 2009-06-01 to 2012-05-31 Base Currency,Tracking Error 2009-06-01 to 2012-05-31 Base Currency,Treynor Ratio (arith) 2009-06-01 to 2012-05-31 Base Currency
SG Cowen Income+Growth I,Equity,US Equity Large Cap Value,Large Deep Value,US OE Large Value,,Large Value,34463,592766154,10.58,5.4635,21.73037,12.7112,12.06317,0.75,,,37.51,Equity-Income,1.27,2.08,3.15,,,,,,,,,,,,,,,,,,
MFS Massachusetts Investors Tr R,Equity,US Equity Large Cap Blend,Large Valuation-Sensitive Growth,US OE Large Blend,,Large Growth,37621,3249840921,4.04,2.24285,7.81853,10.9287,11.91115,0.33,,,21,Growth and Income,1.33,0.63,0.52,,,,,,,,,,,,,,,,,,
MFS Core Equity R,Equity,US Equity Large Cap Blend,Large Valuation-Sensitive Growth,US OE Large Blend,,Large Growth,37621,839316701,4.08,-4.49137,5.38423,8.68913,11.82193,0.59,1.45,1.45,66,Growth,1.37,1.17,0.7,,,,,,,,,,,,,,,,,,
MFS Mid-Cap Growth R,Equity,US Equity Mid Cap,Mid High Growth,US OE Mid-Cap Growth,,Mid Growth,37621,949125527,2.33,-2.90581,0.10336,6.90963,10.61998,0.75,1.49,1.49,86,Growth,0,0,0,,,,,,,,,,,,,,,,,,
MFS New Discovery R,Equity,US Equity Small Cap,Small High Growth,US OE Small Growth,,Small Growth,37621,1142183898,7.92,-11.53264,-1.63791,8.87818,10.00041,0.9,1.62,1.72,205,Growth,0.5,0.17,0.1,,,,,,,,,,,,,,,,,,
Columbia Common Stock G,Equity,US Equity Large Cap Blend,Giant Core,US OE Large Blend,,Large Blend,35128,1886578759,7.25,24.41595,12.69174,14.89584,9.94439,0.7,1.84,1.96,78,Growth and Income,1.52,1.18,0.71,,,,,,,,,,,,,,,,,,
SG Cowen Income+Growth B,Equity,US Equity Large Cap Value,Large Deep Value,US OE Large Value,,Large Value,34471,592766154,10.58,0.06896,17.7601,9.84676,9.87208,0.75,,,37.51,Equity-Income,1.08,1.82,3.2,,,,,,,,,,,,,,,,,,
American Century Growth Fd C,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,37223,8758078063,14,15.33396,10.75258,10.02436,9.82025,1,2,2,79,Growth,0,0,0,,,,,,,,,,,,,,,,,,
MFS Moderate Allocation R,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,,Large Growth,37621,3386281574,10,1.06239,5.63794,8.03201,9.55936,,0.6,0.61,12,Growth and Income,0.78,0.87,0.72,,,,,,,,,,,,,,,,,,
Ivy Global Natural Resources Adv,Equity,Natural Resources Sector Equity,World Energy,US OE Natural Res,,Large Growth,36258,3140245186,15.42,67.63926,-14.28879,-1.53749,9.04571,1,0.95,0.95,84,Specialty - Natural Resources,0,3.07,2.63,,,,,,,,,,,,,,,,,,
MFS Massachusetts Investors Gr Stk R,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,37621,3157823294,5.58,2.02939,4.78032,8.26277,8.91001,0.33,1.06,1.06,28,Growth,0,0,0.03,,,,,,,,,,,,,,,,,,
MFS Total Return R,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,,Large Value,37621,5738396952,7.13,-2.44024,5.03186,6.25876,8.74741,0.35,1.02,1.02,24,Balanced,2.23,1.78,1.47,,,,,,,,,,,,,,,,,,
American Century Balanced Adv,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,,Large Blend,35436,587657008,6.9,5.37766,7.06837,6.89179,8.73022,0.9,1.15,1.15,87,Balanced,1.3,1.12,0.9,,,,,,,,,,,,,,,,,,
Columbia Large Cap Growth G,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,35128,2451579513,4.46,21.86709,10.76672,13.11025,8.65073,0.52,1.71,1.71,116,Growth,0.26,0.09,0.05,,,,,,,,,,,,,,,,,,
Heritage Small Cap Stock B,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,,Small Growth,35797,2268554465,10.17,8.06315,14.35573,9.61546,7.8159,0.6,1.99,1.99,36,Small Company,1.26,0.84,0.5,,,,,,,,,,,,,,,,,,
Prudential Jennison Health Sciences M,Equity,Healthcare Sector Equity,Health Care,US OE Health,,Mid Growth,38681,1085957872,12.33,14.12802,15.11394,26.27432,7.71455,0.75,1.2,1.2,54,Specialty - Health,0.67,0.22,0.65,,,,,,,,,,,,,,,,,,
Marshall Small-Cap Growth A,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,,Small Growth,36160,520646389,6.21,36.13511,38.30414,1.67208,7.47178,1,1.47,1.54,101,Small Company,0,1.25,1.42,,,,,,,,,,,,,,,,,,
Marshall Small-Cap Growth A Load Waived,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,,Small Growth,36160,520646389,6.21,36.13511,38.30414,1.67208,7.47178,1,1.47,1.54,101,Small Company,0,1.25,1.42,,,,,,,,,,,,,,,,,,
MFS Conservative Allocation R,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,,Large Growth,37621,1808887326,10,2.24911,5.62013,6.53383,7.07671,,0.6,0.64,12,Balanced,0.78,0.93,0.79,,,,,,,,,,,,,,,,,,
Heritage Mid Cap Stock B,Equity,US Equity Mid Cap,Mid Valuation-Sensitive Growth,US OE Mid-Cap Growth,,Mid Growth,35797,662320925,9,9.48035,14.48534,12.80479,6.99976,0.59,1.88,1.88,242,Growth,2.67,1.41,0.84,,,,,,,,,,,,,,,,,,
Transamerica Morgan Stanley Cptl Gr P,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,,Large Growth,35612,727483844,1.25,-0.00921,19.63375,24.98095,6.17613,0.8,1.4,1.4,90,Growth,0.49,0.18,0.32,,,,,,,,,,,,,,,,,,
State Street Research Asset Alloc B,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,,Large Blend,34121,544970383,5.67,7.32379,18.73155,6.09849,5.96513,0.73,1.15,1.15,401,Asset Allocation,1.67,1.15,1.79,,,,,,,,,,,,,,,,,,
ING Mid Cap Opportunities Q,Equity,US Equity Mid Cap,Mid Core Growth,US OE Mid-Cap Growth,,Mid Growth,36620,751108601,2.35,64.49034,-5.17523,1.81941,5.80194,0.75,1.1,1.43,70,Growth,0.17,0.93,0.56,,,,,,,,,,,,,,,,,,
Schwab International Index Inv,Equity,Global Equity Large Cap,Foreign Giant,US OE Foreign Large Blend,,Large Blend,34221,1246591360,4.33,-15.82195,-12.8431,-4.92701,5.50987,0.15,0.68,0.68,10,Foreign Stock,1.61,1.1,0.92,,,,,,,,,,,,,,,,,,
Prudential Jennison Mid Cap Growth M,Equity,US Equity Mid Cap,Mid Core Growth,US OE Mid-Cap Growth,,Mid Growth,38877,4794311310,6.83,6.80034,11.86741,21.78518,5.39414,0.57,1.79,1.79,45,Growth,0.1,0.03,0.02,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Small Cap Growth I,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,,Small Growth,38453,1191086506,1.25,14.62573,10.30542,4.18586,5.29384,0.79,0.9,0.99,69,Small Company,0.74,0.25,1.46,,,,,,,,,,,,,,,,,,
RS Emerging Markets B,Equity,Emerging Markets Equity,Diversified Emerging Markets,US OE Diversified Emerging Mkts,,Large Growth,35556,1623657397,5.69,-3.85852,7.43785,32.79363,5.05999,1,2.42,2.42,44,Diversified Emerging Markets,0,0.26,0.74,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Small Cap Gr Adm,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,,Small Growth,37781,1191086506,1.25,14.23825,9.96607,3.87125,4.98224,0.79,1.2,1.26,69,Small Company,0.76,0.25,1.48,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Small Cap Growth A,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,,Small Growth,33067,1191086506,1.25,14.10458,9.74114,3.69198,4.77222,0.79,1.4,1.43,69,Small Company,0.77,0.26,1.49,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Small Cap Gro A LW,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,,Small Growth,33067,1191086506,1.25,14.10458,9.74114,3.69198,4.77222,0.79,1.4,1.43,69,Small Company,0.77,0.26,1.49,,,,,,,,,,,,,,,,,,
Aberdeen Intl Equity B,Equity,Global Equity Large Cap,Foreign Giant,US OE Foreign Large Blend,,Large Blend,36768,749649577,3.27,20.70766,39.93609,-4.35782,4.699,0.9,2.24,2.25,22.15,Foreign Stock,0.51,0.38,0.61,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Sm Cap Gr Inv,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,,Small Growth,38453,1191086506,1.25,13.925,9.68064,3.56704,4.64109,0.79,1.48,1.52,69,Small Company,0.78,0.26,1.5,,,,,,,,,,,,,,,,,,
Vanguard Target Retirement 2005 Inv,Allocation,Target Date 2000-2020,Target Date 2000-2010 Conservative,US OE Target Date 2000-2010,,Large Blend,37921,2287803966,8.67,7.79168,9.57304,12.52549,4.45762,,0,0,27,Growth and Income,0.88,0.81,0.93,,,,,,,,,,,,,,,,,,
Sentinel Small Company B,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,,Small Growth,35156,2284151743,5.31,21.71429,40.43583,6.4997,4.457,0.62,2.22,2.22,37,Small Company,0,0,0.96,,,,,,,,,,,,,,,,,,
PL Port Optimization Moderate 529 MT A,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,,Large Blend,38019,1008680928,7.04,11.76906,20.42673,0.3572,4.27851,0.2,0,1.2,6.77,Asset Allocation,0.66,1.2,1.09,,,,,,,,,,,,,,,,,,
PL Port Optimization Moderate 529 M A LW,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,,Large Blend,38019,1008680928,7.04,11.76906,20.42673,0.3572,4.27851,0.2,0,1.2,6.77,Asset Allocation,0.66,1.2,1.09,,,,,,,,,,,,,,,,,,
Old Mutual Focused C,Equity,US Equity Large Cap Blend,Giant Core,US OE Large Blend,,Large Blend,37894,526262288,0.17,34.2312,-9.36611,-2.6895,3.99977,0.75,,,99,Growth,0.62,0.56,0.33,,,,,,,,,,,,,,,,,,
Dreyfus Emerging Markets B,Equity,Emerging Markets Equity,Diversified Emerging Markets,US OE Diversified Emerging Mkts,,Large Value,37575,991221347,10.13,-7.46489,1.14638,24.53268,3.98901,1.25,2.78,2.78,68.19,Diversified Emerging Markets,1.96,0.64,2.84,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Small Cap Growth B,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,,Small Growth,37781,1191086506,1.25,13.25297,8.90911,2.87655,3.97239,0.79,2.15,2.18,69,Small Company,0.86,0.28,1.57,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Small Cap Growth C,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,,Small Growth,37781,1191086506,1.25,13.22172,8.9461,2.86974,3.96739,0.79,2.15,2.18,69,Small Company,0.83,0.28,1.55,,,,,,,,,,,,,,,,,,
Putnam Balanced Retirement A LW,Allocation,Moderate Allocation,Flexible Allocation,US OE Moderate Allocation,,Large Value,31156,1138932415,5.63,-0.67352,2.5741,2.37956,3.78344,0.61,,,176,Balanced,1.66,1.97,2.45,,,,,,,,,,,,,,,,,,
Putnam Balanced Retirement A,Allocation,Moderate Allocation,Flexible Allocation,US OE Moderate Allocation,,Large Value,31156,1138932415,5.63,-0.67352,2.5741,2.37956,3.78344,0.61,1.08,1.08,176,Balanced,1.66,1.97,2.45,,,,,,,,,,,,,,,,,,
Nations LifeGoal Balanced Grth Prim B,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,,Large Growth,35353,1040555095,2.23,13.84328,0.54086,-0.62013,3.7061,0.25,,,42,Growth and Income,0.2,1.21,1.75,,,,,,,,,,,,,,,,,,
Dreyfus Emerging Markets T,Equity,Emerging Markets Equity,Diversified Emerging Markets,US OE Diversified Emerging Mkts,,Large Value,37575,991221347,10.13,-48.18638,-22.04056,-10.14283,3.70429,1.25,2.2,2.21,68.19,Diversified Emerging Markets,6.49,5.34,3.95,,,,,,,,,,,,,,,,,,
Dreyfus Worldwide Growth B,Equity,Global Equity,World Large Core,US OE World Stock,,Large Blend,34165,540548186,10.1,12.40432,12.89416,22.49365,3.58008,0.75,2.33,2.33,7.85,World Stock,0.44,0.43,0.27,,,,,,,,,,,,,,,,,,
PL Port Optimization Moderate 529 MT C,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,,Large Blend,38019,1008680928,7.04,11.07815,19.85523,-0.3747,3.57785,0.2,0.5,1.7,6.77,Asset Allocation,0.45,0.96,0.88,,,,,,,,,,,,,,,,,,
PL Port Optimization Moderate 529 MT B,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,,Large Blend,38019,1008680928,7.04,11.04942,19.7656,-0.38147,3.56519,0.2,0.5,1.7,6.77,Asset Allocation,0.46,0.99,0.9,,,,,,,,,,,,,,,,,,
PL Port Optimization Mod-Agrsv 529 A LW,Allocation,Aggressive Allocation,Aggressive Allocation,US OE Aggressive Allocation,,Large Growth,38019,700459302,7.04,13.93177,22.96944,-1.93513,3.38339,0.2,0,1.05,7.52,Asset Allocation,0.45,0.99,0.93,,,,,,,,,,,,,,,,,,
PL Port Optimization Mod-Agrsv 529 MT A,Allocation,Aggressive Allocation,Aggressive Allocation,US OE Aggressive Allocation,,Large Growth,38019,700459302,7.04,13.93177,22.96944,-1.93513,3.38339,0.2,0,1.05,7.52,Asset Allocation,0.45,0.99,0.93,,,,,,,,,,,,,,,,,,
Schwab Small Cap Index Inv,Equity,US Equity Small Cap,Small Core,US OE Small Blend,,Small Blend,34306,1533688103,4,-15.45506,-11.62124,-3.61404,3.2935,0.15,,,26,Small Company,0.75,2.03,1.33,,,,,,,,,,,,,,,,,,
Putnam Balanced Retirement M,Allocation,Moderate Allocation,Flexible Allocation,US OE Moderate Allocation,,Large Value,34775,1138932415,5.63,-1.12615,2.06484,1.78582,3.28,0.61,1.58,1.58,176,Balanced,1.47,1.9,2.3,,,,,,,,,,,,,,,,,,
JHFunds2 Mid Cap Index NAV,Equity,US Equity Mid Cap,Mid Core,US OE Mid-Cap Blend,,Mid Blend,38653,541579223,6.5,0.17821,9.71336,22.90508,3.18964,0.47,0.5,0.5,23,Growth,0.8,0.61,0.93,,,,,,,,,,,,,,,,,,
Vanguard Tax-Managed Capital App Inv,Equity,US Equity Large Cap Blend,Large Core,US OE Large Blend,,Large Blend,34583,3759056823,17.75,18.70744,26.5676,1.14418,3.17732,0.18,0.2,0.2,2,Growth,0.21,0.26,0.24,,,,,,,,,,,,,,,,,,
Transamerica Premier Growth Opp Inv,Equity,US Equity Mid Cap,SMID Growth,US OE Mid-Cap Growth,,Mid Growth,35612,614070528,1.25,32.94493,-12.79604,-0.86762,3.07116,0.85,1.38,1.38,125,Growth,0,0.23,0.14,,,,,,,,,,,,,,,,,,
Putnam Balanced Retirement B,Allocation,Moderate Allocation,Flexible Allocation,US OE Moderate Allocation,,Large Value,34366,1138932415,5.63,-1.37368,1.82684,1.62872,3.03766,0.61,1.83,1.83,176,Balanced,1.46,1.86,2.25,,,,,,,,,,,,,,,,,,
ING LifeStyle Moderate S,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,,Large Blend,38110,1791243993,4.5,21.31059,-6.67244,-1.44212,3.0159,0.14,0.41,0.42,32,Asset Allocation,1.74,1.39,1,,,,,,,,,,,,,,,,,,
Sentinel Common Stock B,Equity,US Equity Large Cap Blend,Large Core,US OE Large Blend,,Large Blend,35156,1558470584,9.96,13.67583,33.61923,0.90533,2.82033,0.67,2.72,2.72,9,Growth and Income,0,0.01,0.3,,,,,,,,,,,,,,,,,,
Vanguard Tax-Managed Growth & Inc Inv,Equity,US Equity Large Cap Blend,Large Core,US OE Large Blend,,Large Blend,34583,2356356305,5.92,17.71186,25.38946,0.57433,2.77784,0.17,0.2,0.2,6,Growth and Income,0.37,0.35,0.32,,,,,,,,,,,,,,,,,,
Principal MidCap Growth III A,Equity,US Equity Mid Cap,Mid Core Growth,US OE Mid-Cap Growth,,Mid Growth,38531,1446625494,5.17,23.25887,34.17839,-2.86493,2.77639,0.98,1.73,1.84,107.8,Growth,0,0.34,0.32,,,,,,,,,,,,,,,,,,
Principal MidCap Growth III A LW,Equity,US Equity Mid Cap,Mid Core Growth,US OE Mid-Cap Growth,,Mid Growth,38531,1446625494,5.17,23.25887,34.17839,-2.86493,2.77639,0.98,1.73,1.84,107.8,Growth,0,0.34,0.32,,,,,,,,,,,,,,,,,,
American Century Select B,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,,Large Growth,37652,1854251789,9.79,8.08714,8.99223,13.57936,2.75476,1,2.01,2.01,17,Growth,0,0.01,0.42,,,,,,,,,,,,,,,,,,
PL Port Optimization Mod-Agrsv 529 MT B,Allocation,Aggressive Allocation,Aggressive Allocation,US OE Aggressive Allocation,,Large Growth,38019,700459302,7.04,13.35334,22.38093,-2.66762,2.70562,0.2,0.57,1.62,7.52,Asset Allocation,0.23,0.78,0.76,,,,,,,,,,,,,,,,,,
Principal Large Cap Growth I A LW,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,,Large Growth,38531,3707547786,4.58,17.87709,35.74958,0.67108,2.69915,0.64,1.48,1.55,52,Growth,0,0.29,0.5,,,,,,,,,,,,,,,,,,
Principal Large Cap Growth I A,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,,Large Growth,38531,3707547786,4.58,17.87709,35.74958,0.67108,2.69915,0.64,1.48,1.55,52,Growth,0,0.29,0.5,,,,,,,,,,,,,,,,,,
PL Port Optimization Mod-Agrsv 529 MT C,Allocation,Aggressive Allocation,Aggressive Allocation,US OE Aggressive Allocation,,Large Growth,38019,700459302,7.04,13.29241,22.46507,-2.69071,2.69865,0.2,0.57,1.62,7.52,Asset Allocation,0.23,0.75,0.75,,,,,,,,,,,,,,,,,,
Prudential Jennison Equity Income M,Equity,US Equity Large Cap Value,Large Core Value,US OE Large Value,,Large Blend,35795,2583250452,5.42,1.19281,8.26503,20.91204,2.69397,0.8,1.95,1.95,70,Equity-Income,0.94,1,1.84,,,,,,,,,,,,,,,,,,
Transamerica Jennison Growth A LW,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,,Large Growth,35096,572714906,7.33,-2.82059,-10.04627,-2.22781,2.68021,0.8,1.33,1.33,55,Growth,0,0.2,0.17,,,,,,,,,,,,,,,,,,
Transamerica Jennison Growth A,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,,Large Growth,35096,572714906,7.33,-2.82059,-10.04627,-2.22781,2.68021,0.8,,,55,Growth,0,0.2,0.17,,,,,,,,,,,,,,,,,,
ING LifeStyle Moderate Growth S,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,,Large Blend,38110,2945711002,4.5,24.30034,-9.62437,-3.16652,2.65578,0.14,0.41,0.42,31,Asset Allocation,1.53,1.28,1,,,,,,,,,,,,,,,,,,
Transamerica Jennison Growth C,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,,Large Growth,37571,572714906,7.33,-2.54441,-9.86605,-2.05413,2.51358,0.8,,,55,Growth,0,0.21,0.18,,,,,,,,,,,,,,,,,,
Transamerica Jennison Growth B,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,,Large Growth,35096,572714906,7.33,-2.73166,-9.97623,-2.15366,2.50594,0.8,,,55,Growth,0,0.22,0.18,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Core Equity Adm,Equity,US Equity Large Cap Blend,Large Valuation-Sensitive Growth,US OE Large Blend,,Large Blend,31700,781595938,1.29,11.50555,6.83155,1.75153,2.28669,0.64,1,1.1,98,Growth,0.21,0.29,0.45,,,,,,,,,,,,,,,,,,
PACE Large Co Growth Equity B,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,36857,1087521222,3.69,7.27811,13.31347,24.2135,2.28498,0.68,2.05,2.34,84,Growth,0,0,0.1,,,,,,,,,,,,,,,,,,
Transamerica WMC Diversified Equity P,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,35885,1502074671,1.25,-0.15365,13.69696,21.16263,2.26058,0.72,1.15,1.54,141,Growth,2.15,0.94,0.76,,,,,,,,,,,,,,,,,,
Principal Large Cap Growth II A,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,38531,1154516180,5.79,10.699,21.9258,-2.39207,2.19088,0.93,1.69,1.69,73.7,Growth,0,0.81,0.95,,,,,,,,,,,,,,,,,,
Principal Large Cap Growth II A LW,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,38531,1154516180,5.79,10.699,21.9258,-2.39207,2.19088,0.93,1.69,1.69,73.7,Growth,0,0.81,0.95,,,,,,,,,,,,,,,,,,
CIGNA TimesSquare Small Cap Gr Ret,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,,Small Growth,36546,775733125,8.96,2.39884,22.81964,6.16944,2.18799,1,1.5,1.54,44,Growth,0.47,0.28,0.27,,,,,,,,,,,,,,,,,,
ING LifeStyle Growth S,Allocation,Aggressive Allocation,Aggressive Allocation,US OE Aggressive Allocation,,Large Blend,38110,4237751797,4.28,26.23738,-13.00822,-5.29451,2.17337,0.14,0.41,0.42,30,Asset Allocation,1.38,1.22,0.91,,,,,,,,,,,,,,,,,,
BNY Mellon Mid Cap Stock Prem,Equity,US Equity Mid Cap,Mid Valuation-Sensitive Growth,US OE Mid-Cap Growth,,Mid Growth,37505,1178482703,7.5,-2.08394,9.42694,24.22356,2.16317,0.75,1.9,1.9,132.2,Growth,0.5,0.17,0.72,,,,,,,,,,,,,,,,,,
Principal MidCap Growth III B,Equity,US Equity Mid Cap,Mid Core Growth,US OE Mid-Cap Growth,,Mid Growth,38531,1446625494,5.17,22.28261,33.23468,-3.55945,2.03291,0.98,2.48,2.48,107.8,Growth,0,0.36,0.33,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Core Equity A LW,Equity,US Equity Large Cap Blend,Large Valuation-Sensitive Growth,US OE Large Blend,,Large Blend,34702,781595938,1.29,11.22131,6.56576,1.48818,2.02136,0.64,1.24,1.26,98,Growth,0.17,0.23,0.38,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Core Equity A,Equity,US Equity Large Cap Blend,Large Valuation-Sensitive Growth,US OE Large Blend,,Large Blend,34702,781595938,1.29,11.22131,6.56576,1.48818,2.02136,0.64,1.24,1.26,98,Growth,0.17,0.23,0.38,,,,,,,,,,,,,,,,,,
Aberdeen Equity Long-Short B,Alternative,Long/Short Equity,Long/Short Equity,US OE Long/Short Equity,,Large Growth,37195,518090466,3.85,5.58229,5.10628,-0.57075,1.9273,1.42,2.45,2.88,62.65,Growth,0,0,0.08,,,,,,,,,,,,,,,,,,
DWS S&P 500 Index AARP,Equity,US Equity Large Cap Blend,S&P 500 Tracking,US OE Large Blend,,Large Blend,36777,703139474,5.08,3.02413,7.04065,9.03649,1.74926,0.05,0.43,0.43,3,Growth and Income,0.51,0.51,0.49,,,,,,,,,,,,,,,,,,
Schwab Total Stock Market Index Inv,Equity,US Equity Large Cap Blend,Large Core,US OE Large Blend,,Large Blend,36312,1898933488,6.67,-8.82209,-13.14002,-4.13085,1.70457,0.06,0.53,0.53,1,Growth and Income,0.75,0.55,0.49,,,,,,,,,,,,,,,,,,
JP Morgan Balanced Sel,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,,Large Blend,32231,629613866,4.58,-10.81414,-4.07661,-7.86287,1.69121,0.75,,,76,Balanced,0.72,2.16,1.8,,,,,,,,,,,,,,,,,,
UBS US Large Cap Growth A,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,,Large Growth,36160,1056542492,10.42,-26.10928,-13.53137,-2.51278,1.6541,0.7,1.05,1.36,96,Growth,0,0.04,0.03,,,,,,,,,,,,,,,,,,
UBS US Large Cap Growth A Load Waived,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,,Large Growth,36160,1056542492,10.42,-26.10928,-13.53137,-2.51278,1.6541,0.7,1.05,1.36,96,Growth,0,0.04,0.03,,,,,,,,,,,,,,,,,,
Principal Large Cap Growth I B,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,,Large Growth,38531,3707547786,4.58,16.49635,34.06332,-0.46401,1.63826,0.64,2.79,2.93,52,Growth,0,0.31,0.51,,,,,,,,,,,,,,,,,,
RS Large Cap Alpha B,Equity,US Equity Large Cap Blend,Large Core,US OE Large Blend,,Large Blend,35186,647553887,2.62,-5.80124,6.42749,15.48824,1.54741,0.5,1.72,1.72,41,Growth,0,0.19,0.12,,,,,,,,,,,,,,,,,,
Schwab 1000 Index Sel,Equity,US Equity Large Cap Blend,Large Core,US OE Large Blend,,Large Blend,35570,4601986427,4,-8.75578,-13.68194,-4.35272,1.45788,0.22,0.34,0.34,5,Growth and Income,0.92,0.65,0.6,,,,,,,,,,,,,,,,,,
Schwab Dividend Equity Investor,Equity,US Equity Large Cap Value,Large Deep Value,US OE Large Value,,Large Value,37866,1390041888,7.38,4.87862,-13.87449,-5.4532,1.41469,0.62,1.04,1.04,31,Growth and Income,0.81,0.81,0.89,,,,,,,,,,,,,,,,,,
GMO U.S. Core II,Equity,US Equity Large Cap Blend,Giant Core,US OE Large Blend,,Large Blend,35223,1460642782,5.21,2.86862,5.27701,8.7619,1.34108,0.33,,,61,Growth and Income,0.12,0.36,0.42,,,,,,,,,,,,,,,,,,
Transamerica Premier Equity Inv,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,34974,1085687257,2.17,28.64422,-15.21308,-6.20661,1.33777,0.85,1.15,1.3,61,Growth,0.26,0.41,0.31,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Core Equity C,Equity,US Equity Large Cap Blend,Large Valuation-Sensitive Growth,US OE Large Blend,,Large Blend,34702,781595938,1.29,10.39006,5.77707,0.73297,1.26566,0.64,1.99,2.01,98,Growth,0.05,0.13,0.28,,,,,,,,,,,,,,,,,,
