Company Name,Exchange:Ticker,Geographic Locations,Market Cap,PE,PBV,EV/Invested Capital,EV/Sales,EV/EBITDA,EV/EBITDAR,Expected growth in EPS - Next 5 years,CAGR- Revenues,Beta,Standard devaition in stock price,ROE,ROIC,Operating Margin,EBITDAR/Sales,Net Margin,Debt/Capital (Book),Debt/Capital (Market),Invested Capital,Capitalized R&D,Std Dev in EBITDAR (Last 10 years),Average EBIT (Last 10 years),CV in EBIT,"Market Capitalization [My Setting] [Latest] ($USDmm, Historical rate)","Total Debt [Latest Annual] ($USDmm, Historical rate)","Total Cash & ST Investments [Latest Annual] ($USDmm, Historical rate)","EBITDA [LTM] ($USDmm, Historical rate)","Total Revenue [LTM] ($USDmm, Historical rate)","EBIT [LTM] ($USDmm, Historical rate)","Total Equity [Latest Annual] ($USDmm, Historical rate)","Common Dividends Paid [LTM] ($USDmm, Historical rate)","Repurchase of Common Stock [LTM] ($USDmm, Historical rate)","Issuance of Common Stock [LTM] ($USDmm, Historical rate)",Primary Industry,Primary Sector,"Total Enterprise Value [My Setting] [Latest] ($USDmm, Historical rate)",Float % [Latest],"Daily Value Traded [Latest - 1 Year(s)] ($USDmm, Historical rate)","Net Income [LTM] ($USDmm, Historical rate)",LT EPS Growth Rate - Capital IQ [Latest] (%),"Total Revenues, 5 Yr CAGR % [LTM] (%)","EBITDA, 5 Yr CAGR % [LTM] (%)","Net Income, 5 Yr CAGR % [LTM] (%)",Effective Tax Rate [LTM] (%),"R&D Expense [LTM - 40] ($USDmm, Historical rate)","R&D Expense [LTM - 36] ($USDmm, Historical rate)","R&D Expense [LTM - 32] ($USDmm, Historical rate)","R&D Expense [LTM - 28] ($USDmm, Historical rate)","R&D Expense [LTM - 24] ($USDmm, Historical rate)","R&D Expense [LTM - 20] ($USDmm, Historical rate)","R&D Expense [LTM - 16] ($USDmm, Historical rate)","R&D Expense [LTM - 12] ($USDmm, Historical rate)","R&D Expense [LTM - 8] ($USDmm, Historical rate)","R&D Expense [LTM - 4] ($USDmm, Historical rate)","R&D Expense [LTM] ($USDmm, Historical rate)",2 Year Beta R-Squared [Latest],2 Year Beta [Latest],"Day Close Price [Latest] ($USD, Historical rate)","52 Week Low Price [Latest] ($USD, Historical rate)","52 Week High Price [Latest] ($USD, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 40] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 36] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 32] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 28] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 24] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 20] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 16] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 12] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 8] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 4] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM] ($USDmm, Historical rate)","EBIT [LTM - 36] ($USDmm, Historical rate)","EBIT [LTM - 32] ($USDmm, Historical rate)","EBIT [LTM - 28] ($USDmm, Historical rate)","EBIT [LTM - 24] ($USDmm, Historical rate)","EBIT [LTM - 20] ($USDmm, Historical rate)","EBIT [LTM - 16] ($USDmm, Historical rate)","EBIT [LTM - 12] ($USDmm, Historical rate)","EBIT [LTM - 8] ($USDmm, Historical rate)","EBIT [LTM - 4] ($USDmm, Historical rate)","EBIT [LTM] ($USDmm, Historical rate)"
"ContraVir Pharmaceuticals, Inc. (NasdaqCM:CTRV)",NasdaqCM:CTRV,United States of America (Primary),121.5,NA,92.04545454545455,NA,NA,NA,7.924305555555556,0,0,2.47,2.0112136321068936,-12.878787878787879,3.3937397034596377,#DIV/0!,#DIV/0!,#DIV/0!,0.007518796992481203,8.229775327133569e-05,115.078,121.14800000000001,9.681664801744235,-13.623333333333335,-0.7106678347255371,121.5,0.01,7.4,-20.6,,-20.6,1.32,0,0,19.9,Pharmaceuticals,Healthcare,127.8,91.1,,-17,,,,,,,,,,,,,,0.685,11.8,14.4,0.073,2.47,2.05,0.76,2.65,,,,,,,,,0,0,0,,,,,,,,-2.57,-17.7,-20.6
"HedgePath Pharmaceuticals, Inc. (OTCPK:HPPI)",OTCPK:HPPI,United States of America (Primary),114.2,NA,269.33962264150944,NA,NA,NA,47.93206751054852,0,0,-0.609,-2.995883876254218,-12.452830188679247,29.887005649717516,#DIV/0!,#DIV/0!,#DIV/0!,0,0,15.892400000000002,16.0694,1.5375763070495079,-2.4646999999999997,-0.6238391313545292,114.2,0,0.601,0,0,-5.29,0.424,0,0,5.5,Pharmaceuticals,Healthcare,110.6,0.975,,-5.28,,,,,,0,0,0,0,0,0,0,1.05,-0.782,1.51,2.37,0.002,-0.609,0.38,0.08,0.655,0,0,0,0,0,0,0,0,0,0,0,-2.08,-2.8,-3.34,-0.327,-1.23,-0.61,-1.91,-3.25,-3.81,-5.29
VIVUS Inc. (NasdaqGS:VVUS),NasdaqGS:VVUS,United States of America (Primary),111.1,NA,NA,NA,1.8044982698961936,5.241206030150753,1.6070878274268103,0,0,1.63,1.208840353396593,6.403385049365303,-1.3534917206623485,0.3252595155709343,0.4671280276816609,-0.7854671280276817,1.0311360941548462,0.6788089043076034,202.95000000000002,216.84,64.33420870734324,-48.809,-1.3180808602377274,111.1,234.8,241.6,19.9,57.8,18.8,-7.09,0,0,0.047,Pharmaceuticals,Healthcare,66.4,81.4,,-45.4,,,,,,14.1,17.8,65.4,80.1,47.4,25.3,29.7,32.4,16.1,9.54,7.1,0.088,1.63,1.06,0.915,1.85,0,0,0,0,0,0,0,0,0,0,0,-12.4,7.54,-39.8,-69.5,-48.3,-95.5,-202.2,-5.13,-41.6,18.8
Merus Labs International Inc. (TSX:MSL),TSX:MSL,Canada (Primary),104.2,NA,0.7718518518518519,1.149904282115869,2.1440536013400333,4.324324324324324,2.1440536013400333,0,0,1.96,0.8344938136940457,-0.05348148148148148,0.02052896725440806,0.05460636515912897,0.49581239530988275,-0.12093802345058625,0.28722280887011614,0.34300126103404793,158.8048,0.0048000000000000004,2.3795205899708534,1.0472857142857142,2.2720834988127097,104.2,54.4,30.6,29.6,59.7,3.26,135,0,0,19.7,Pharmaceuticals,Healthcare,222.6,94.5,,-7.22,,,,,,,,,,0.012,0,0,0,0,0,0,0.267,1.96,0.891,0.839,1.77,,,,,0,-1.52,0,0,0,0,0,,,,-0.369,-2.51,-1.06,3.82,1.88,2.31,3.26
"BioDelivery Sciences International, Inc. (NasdaqCM:BDSI)",NasdaqCM:BDSI,United States of America (Primary),102.8,NA,3.2429022082018926,NA,1.121212121212121,NA,0.7783171521035598,0.25,0.635,1.7,1.1541890577164475,-1.2933753943217665,1.643478260869565,-0.881118881118881,-0.40792540792540793,-0.9557109557109558,0.4768976897689769,0.21943811693242218,287.0899999999999,310.09,28.432780162653422,-21.761000000000003,-1.3065934544668636,102.8,28.9,83.6,-36.4,42.9,-37.8,31.7,0,0,3.03,Pharmaceuticals,Healthcare,87.3,84.7,,-41,25,63.5,,,,10.7,10.9,13.3,10.6,8.3,22.1,27,52.7,41.5,20.4,18.9,0.105,1.7,1.9,1.7,6.4,0,0,0,0,0,0,0,0,0,0,0,-17.1,-21.8,-18.3,44.2,-28,-2.91,-39.2,-32.2,-64.5,-37.8
"Cannabis Science, Inc. (OTCPK:CBIS)",OTCPK:CBIS,United States of America (Primary),100.3,NA,NA,NA,2037.9599999999998,NA,127.85194479297364,0,-0.0839,-1.87,-2.3752190074461206,5.057471264367816,10.770750988142293,-218,-201.06,-263.99999999999994,-1.7473684210526317,0.016280894468418988,3.7760000000000002,4.788,4.193297847671414,-5.680375,-0.7382079260033738,100.3,1.66,0.062,-10.8,0.05,-10.9,-2.61,0,0,0.75,Pharmaceuticals,Healthcare,101.4,92.6,,-13.2,,-8.39,,,,,,,0,0,0,0,0,0,0.449,0.747,0.03,-1.87,0.051,0.01,0.077,,,,0,0,0,0,0,0,0,0,,,-1.89,-0.853,-4.94,-3.57,-4.22,-6.27,-12.8,-10.9
"Akari Therapeutics, Plc (NasdaqCM:AKTX)",NasdaqCM:AKTX,United States of America (Primary),100.2,NA,2.057494866529774,NA,NA,NA,2.371212121212121,0,0,-0.122,-0.8487553239891931,-0.06940451745379876,1.0643564356435642,#DIV/0!,#DIV/0!,#DIV/0!,0,0,38.319599999999994,58.5196,10.444330200320811,-10.003333333333332,-1.044084991701514,100.2,0,68.9,-21.5,,-21.5,48.7,0,0,0,Pharmaceuticals,Healthcare,44.4,28.7,,-3.38,,,,,,,,,,,,,,0.962,4.95,13.2,0.001,-0.122,8.51,7.63,19.75,,,,,,,,,0,0,0,,,,,,,,-1.1,-7.41,-21.5
Cardiome Pharma Corp. (TSX:COM),TSX:COM,Canada (Primary),93.9,NA,4.718592964824121,6.580418032786886,3.747826086956522,NA,3.73775041193305,0,0.731,0.185,0.9100796668424144,-1.0753768844221105,-1.3442622950819672,-0.7130434782608696,-0.5929565217391304,-0.9304347826086956,0.33444816053511706,0.09624639076034648,87.98110000000001,75.78110000000001,33.84868453048721,-20.03,-1.6898993774581732,93.9,10,17.7,-13.7,23,-16.4,19.9,0,0,35.6,Pharmaceuticals,Healthcare,82.1,75.3,,-21.4,,73.1,,,,35.9,49.3,56.4,29.7,16.7,16.2,9.07,0.821,0.578,3.26,0.062,0.002,0.185,2.95,2.44,9.02,0,0,0,0,0,0,0,0,0,0,0,-52.7,-75.1,-19.6,57.7,-28,-18.6,-12.1,-14.8,-20.7,-16.4
Titan Pharmaceuticals Inc. (NasdaqCM:TTNP),NasdaqCM:TTNP,United States of America (Primary),93.3,18.04642166344294,13.34763948497854,NA,5.696,14.937062937062937,4.235994050570153,0,0.228,1.21,0.8776354100897924,0.7396280400572246,-6.149425287356321,0.35666666666666663,0.7260000000000001,0.3446666666666667,0,0,82.868,83.738,8.88325140675167,-8.200000000000001,-1.083323342286789,93.3,0,7.86,5.72,15,5.35,6.99,0,0,0.027,Pharmaceuticals,Healthcare,76.8,85.5,,5.17,,22.8,,,,12.4,10.1,17.3,5.17,7.49,16,9.33,9.95,3.41,5.14,5.17,0.092,1.21,4.4,2.57,8.74,0,0,0,0,0,0,0,0,0,0,0,-15.5,-26.2,-10.5,-3.44,-13.7,-8.7,-0.69,-2.86,-5.76,5.35
IntelliPharmaCeutics International Inc. (TSX:I),TSX:I,Canada (Primary),85.8,NA,NA,NA,33.96825396825397,NA,8.246628131021193,0,0.377,-0.122,-0.8487553239891931,67.82608695652173,27.130177514792912,-3.638888888888889,-0.36507936507936467,-3.714285714285714,1.0970464135021096,0.017857142857142856,77.84669999999998,78.18469999999999,3.2415940934464116,-5.1784,-0.6259837195748517,85.8,1.56,1.76,-8.78,2.52,-9.17,-0.138,0,0,8.34,Pharmaceuticals,Healthcare,85.4,78.9,,-9.36,,37.7,,,,0.658,1.02,1.26,0.419,2.11,5.04,5.65,4.89,8.21,5.9,7.86,0.001,-0.122,2.92,1.31,3.24,0,0,0,-1.89,0,0,0,0,0,0,0,-1.76,-0.884,-2.97,-2.87,-7.55,-9.49,-8.52,-3.47,-5.1,-9.17
"SCYNEXIS, Inc. (NasdaqGM:SCYX)",NasdaqGM:SCYX,United States of America (Primary),85.2,NA,2.0334128878281623,NA,148.63813229571986,NA,1.649609189445956,0,0,0.884,1.1420258829121954,-0.8329355608591885,5.999999999999998,-119.06614785992218,-31.517509727626464,-135.7976653696498,0,0,157.275,162.375,9.031565017574012,-19.725,-0.4578740186349309,85.2,0,47,-31,0.257,-30.6,41.9,0,0,23.1,Pharmaceuticals,Healthcare,47,84.7,,-34.9,,,,,,,,,,,,,8.93,6.78,14.2,22.9,0.029,0.884,3.55,1.74,7.29,,,,,,,,-8.3,0,0,0,,,,,,,-11.2,-13.5,-23.6,-30.6
BioSyent Inc. (TSXV:RX),TSXV:RX,Canada (Primary),83.2,27.549668874172188,9.49771689497717,-2.702556818181819,5.953125,17.887323943661972,5.930884184308842,0.33,0.498,0.67,0.4833436409727733,0.3447488584474886,1.758636363636364,0.2418125,0.3365625,0.2359375,0,0,2.243499999999999,0.4835,1.7475161070629492,1.3809,1.2654906995893616,83.2,0,7,4.26,12.8,4.24,8.76,0,0,0.017,Pharmaceuticals,Healthcare,75.5,71.5,,3.02,33,49.8,68.7,64.7,27,0,0.003,0.001,0,0,0,0.015,0.02,0.065,0.04,0.048,0.093,0.67,5.9,4.31,6.71,0,0,0,0,0,0,0,0,0,0,0,0.217,-0.116,-0.334,-0.152,0.41,0.884,1.7,3.08,3.88,4.24
United Cannabis Corporation (OTCPK:CNAB),OTCPK:CNAB,United States of America (Primary),81.4,NA,NA,NA,136.2603648424544,NA,136.2603648424544,0,0,-0.982,-3.0552669801508348,0.7651821862348177,0.4897360703812316,-1.384742951907131,0,-3.134328358208955,-0.5563957151858853,0.01073125676020563,-0.6812000000000001,1.0238,0.7637281366210537,-0.5983333333333333,-1.27642585507697,81.4,0.883,0.118,0,0.603,-0.835,-2.47,0,0,0,Pharmaceuticals,Healthcare,82.4,16.6,,-1.89,,,,,,,,,,,0,0,0,0.076,0.107,0,0.005,-0.982,1.81,0.001,3.35,,,,,,-0.074,0,0,0,0,0,,,,,-0.093,-0.036,-0.029,-0.597,-2,-0.835
"Cumberland Pharmaceuticals, Inc. (NasdaqGS:CPIX)",NasdaqGS:CPIX,United States of America (Primary),80.9,NA,1.0533854166666667,1.2412062256809342,0.9312500000000004,14.607843137254907,0.865524252105722,0,-0.0889,0.451,0.4730127905247383,-0.0005729166666666667,-0.012178988326848248,-0.00978125,0.13968750000000002,-0.001375,0.02165605095541401,0.02058111380145278,82.99900000000001,57.299000000000014,3.514596319478084,4.673799999999999,0.7519783301549242,80.9,1.7,52.8,2.04,32,-0.313,76.8,0,-2.55,0,Pharmaceuticals,Healthcare,34.3,61,,-0.044,,-8.89,-29.2,,,1.16,2.83,3.9,5.71,3.9,4.65,6.41,4.72,3.96,4.21,2.43,0.044,0.451,5,4.2,5.95,1.43,0,0,0,0,0,0,0,0,0,0,6.35,7.12,6.58,4.96,10.4,7.28,2.62,0.141,1.6,-0.313
Cannabics Pharmaceuticals Inc. (OTCPK:CNBX),OTCPK:CNBX,United States of America (Primary),80.8,NA,NA,NA,1282.142857142857,NA,335.1659751037344,0,0,-0.445,-3.0958698293048434,1.4322580645161291,1.217910447761194,-6.476190476190475,-3.6349206349206344,-7.0476190476190474,0,0,0.5989999999999999,0.9339999999999999,0.20785636065963117,-0.19166666666666665,-1.0844679686589453,80.8,0,0.025,-0.407,0.063,-0.408,-0.31,0,0,0.124,Pharmaceuticals,Healthcare,80.7,17.5,,-0.444,,,,,,,,,,,0,0,0,0,0.084,0.178,0.001,-0.445,0.755,0.021,1.75,,,,,,0,0,0,0,0,0,,,,,-0.11,-0.023,-0.028,-0.081,-0.5,-0.408
"Alimera Sciences, Inc. (NasdaqGM:ALIM)",NasdaqGM:ALIM,United States of America (Primary),78.5,NA,2.9847908745247147,4.573345323741008,2.711864406779661,NA,2.303484019579614,0,0,1.67,1.4999042191642329,-1.4448669201520912,-1.158273381294964,-1.0915254237288137,-0.8227118644067797,-1.2881355932203389,0.5534804753820034,0.29342934293429346,125.63900000000004,97.83900000000001,9.159457771433134,-24.669999999999998,-0.3712791962477963,78.5,32.6,31.1,-29.5,29.5,-32.2,26.3,0,0,29,Pharmaceuticals,Healthcare,147.5,46.7,,-38,,,,,,,6.74,41.9,16.1,13.6,7.83,7,8.28,5.93,6.07,5.23,0.06,1.67,1.21,1.02,5.15,,-9.81,0,0,0,0,0,0,0,0,0,-10.4,-16.7,-21.3,-20.4,-21.6,-19.2,-33.6,-31.1,-40.2,-32.2
SteadyMed Ltd. (NasdaqGM:STDY),NasdaqGM:STDY,United States of America (Primary),77.5,NA,2.719298245614035,NA,38.83898305084747,NA,2.011852502194908,0,0,0.299,1.4708855155993614,-1.0526315789473684,8.548895899053633,-22.966101694915256,-4.152542372881355,-25.423728813559322,0.008005569091541943,0.00295896050430979,195.075,198.245,10.156823650466057,-16.96,-0.5988693190133288,77.5,0.23,31.9,-26.5,1.18,-27.1,28.5,0,0,19.6,Pharmaceuticals,Healthcare,46,44.6,,-30,,,,,,,,,,,,,2.75,11.4,18.4,21.6,0.002,0.299,3.85,2,5.21,,,,,,,,0,0,0,0,,,,,,,-4.14,-13.9,-22.7,-27.1
Aradigm Corporation (NasdaqCM:ARDM),NasdaqCM:ARDM,United States of America (Primary),74.5,NA,3.225108225108225,NA,409.5238095238095,NA,1.598215944991637,0,-0.325,1.36,0.8266581301373243,-1.489177489177489,3.8452380952380953,-307.6190476190476,-51.42857142857145,-327.6190476190476,0,0,375.4270000000001,383.82700000000006,9.611460751507952,-13.75,-0.6990153273823965,74.5,0,31.5,-32.2,0.105,-32.3,23.1,,,,Pharmaceuticals,Healthcare,58.8,48,,-34.4,,-32.5,,,,27,15.7,18.5,12.7,10.3,6.59,2.96,6.48,27.4,34.7,26.8,0.131,1.36,5.04,2.6,7.19,0,0,0,0,0,0,0,0,0,0,0,-22,-25.3,-13.6,-10.5,-10.4,-5.68,-5.86,-3.25,-8.61,-32.3
Lipocine Inc. (NasdaqCM:LPCN),NasdaqCM:LPCN,United States of America (Primary),70.1,NA,1.669047619047619,NA,NA,NA,2.7024185068349103,0,0,0.367,1.4741039764322368,-0.4904761904761905,7.5833333333333375,#DIV/0!,#DIV/0!,#DIV/0!,0,0,138.535,140.935,7.718677347836219,-12.354,-0.6247917555315056,70.1,0,44.4,-18.2,,-18.2,42,0,0,0.034,Pharmaceuticals,Healthcare,41.3,86.5,,-20.6,,,,,,,,,,,,3.66,4.07,15.1,12.7,9.51,0.003,0.367,3.84,2.51,14.8,,,,,,,-0.609,0,0,0,0,,,,,,-2.33,-6.14,-19.9,-15.2,-18.2
"NovaBay Pharmaceuticals, Inc. (AMEX:NBY)",AMEX:NBY,United States of America (Primary),68.1,NA,NA,NA,7.121564482029597,NA,5.628237259816206,0,-0.0591,-0.469,-1.8838004494461011,3.0784313725490198,2.5728987993138936,-1.5856236786469342,-1.299154334038055,-1.6596194503171244,-0.48255813953488375,0.02379587155963303,96.387,102.217,6.712868322193659,-9.227,-0.727524474064556,68.1,1.66,2.39,-14.8,9.46,-15,-5.1,0,0,22.1,Pharmaceuticals,Healthcare,58.7,32.5,,-15.7,,-5.91,,,,2.63,7.23,8.7,7.54,9.14,9.72,9.36,10.5,11.1,7.18,2.51,0.003,-0.469,4.5,1.63,5.29,0,0,0,0,0,0,0,0,0,0,0,-5.54,-8.47,-2.29,-1.02,-1.91,-7.94,-13.5,-16.8,-19.8,-15
Cipher Pharmaceuticals Inc. (TSX:CPH),TSX:CPH,Canada (Primary),67.9,NA,1.250460405156538,1.6037601296596435,1.891959798994975,20.02659574468085,1.8361375274323335,0,0.6990000000000001,1.1,0.8349793268042487,-0.4751381215469614,-0.3241491085899514,-0.5025125628140704,0.12487437185929648,-0.6482412060301508,0.3892013498312711,0.3375609756097561,91.552,29.851999999999997,11.256962645403066,0.07000000000000028,160.813752077186,67.9,34.6,27.2,3.76,39.8,-20,54.3,0,0,0.721,Pharmaceuticals,Healthcare,73.1,61.1,,-25.8,,69.9,,,,11.1,2.43,2.07,1.51,5.25,13.2,3.64,1.36,1.17,1.64,1.21,0.084,1.1,2.59,2.58,6.02,0,0,0,0,0,0,0,0,0,0,0,-7.7,-4.77,-2.59,-0.614,-1.74,0.474,8.9,23.2,5.54,-20
Adamis Pharmaceuticals Corporation (NasdaqCM:ADMP),NasdaqCM:ADMP,United States of America (Primary),60.6,NA,6.509129967776584,13.26586998087954,14.13,NA,4.230538922155689,0,0,0.869,1.3869654949603203,-2.406015037593985,-4.378585086042064,-5.725,-2.885,-5.6,0,0,73.4605,68.23049999999999,6.713109893666602,-8.047777777777778,-0.8341569659395198,60.6,0,4.08,-20.9,4,-22.9,9.31,0,0,10.4,Pharmaceuticals,Healthcare,60.5,71.9,,-22.4,,,,,,,,0.502,0.503,0.503,4.06,1.49,1.1,2.93,5.82,9.36,0.019,0.869,2.9,2.4,10.98,,,0,0,0,0,0,0,0,0,0,,-4.13,-3.87,-4.87,-6.83,-3.7,-3.34,-7.39,-15.4,-22.9
"KemPharm, Inc. (NasdaqGM:KMPH)",NasdaqGM:KMPH,United States of America (Primary),60.1,NA,2.5466101694915255,NA,NA,NA,1.854651162790698,0,0,1.32,1.4004331555828768,-0.6694915254237288,6.717391304347834,#DIV/0!,#DIV/0!,#DIV/0!,0.49464668094218417,0.2776442307692308,153.94,158.54,10.446211434454758,-21.366666666666664,-0.48890225122253167,60.1,23.1,51.3,-30.8,,-30.9,23.6,,,,Pharmaceuticals,Healthcare,87.4,49.9,,-15.8,,,,,,,,,,,,,,6.8,15.1,17.2,0.043,1.32,4.1,3.2,20.6,,,,,,,,,0,0,0,,,,,,,,-10.2,-23,-30.9
"Juniper Pharmaceuticals, Inc. (NasdaqGS:JNP)",NasdaqGS:JNP,United States of America (Primary),59.1,NA,1.4775,3.097995896032831,1.1648192771084338,NA,0.9368217054263567,0,0.15,1.34,1.0764573996834865,-0.132,-0.19151846785225715,-0.13493975903614458,0.1527710843373494,-0.1272289156626506,0.0727862772369031,0.05044987146529563,101.3454,72.1054,8.210696547120037,-3.7517000000000005,-2.188526947016029,59.1,3.14,13.9,-3.76,41.5,-5.6,40,0,-0.023,0,Pharmaceuticals,Healthcare,47.3,96.2,,-5.28,,15,,,,6.84,5.33,7.03,7.36,8.98,7.03,2.22,-0.086,0.312,5.47,10.1,0.075,1.34,5.45,4.3,12.67,0,0,0,0,0,0,0,0,0,0,0,-10.4,-7.38,-12.1,-16.7,-2.32,3.01,9.8,4.21,-0.037,-5.6
"Ocera Therapeutics, Inc. (NasdaqGM:OCRX)",NasdaqGM:OCRX,United States of America (Primary),56.7,NA,1.8057324840764333,NA,189.33884297520672,NA,1.3459843722460498,0,0,1.7,1.1826918449029737,-0.9171974522292994,11.631799163179913,-229.7520661157025,-89.25619834710744,-238.01652892561984,0.23246150085553655,0.14363389216130493,167.856,170.246,10.709916899770976,-18.002000000000002,-0.5949292800672689,56.7,9.51,43.3,-27.7,0.121,-27.8,31.4,0,0,7,Pharmaceuticals,Healthcare,33.9,53.2,,-28.8,,,,,,,,,,,,3.05,2.08,13.2,15.5,16.9,0.1,1.7,2.45,1.76,4.57,,,,,,,-4.64,0,0,0,0,,,,,,-5.03,-7.78,-24.3,-25.1,-27.8
THC Biomed Intl Ltd. (CNSX:THC),CNSX:THC,Canada (Primary),55.2,NA,NA,NA,140.0701754385965,NA,129.37037037037035,0,0,0.184,#DIV/0!,0.9655172413793105,2.415254237288136,-2.8571428571428568,-2.7243107769423562,-2.8070175438596494,-1.6976744186046513,0.013052029322367244,0.02900000000000006,0.501,0.2976919548795365,-0.9295,-0.3202710649591571,55.2,0.73,0.042,-1.12,0.399,-1.14,-1.16,0,0,0.84,Pharmaceuticals,Healthcare,55.6,75.3,,-1.12,,,,,,,,,,,,,,,0.052,0.033,0,0.184,0.552,0.044,1.03,,,,,,,,,,0,0,,,,,,,,,-0.719,-1.14
Repros Therapeutics Inc. (NasdaqCM:RPRX),NasdaqCM:RPRX,United States of America (Primary),47.8,NA,2.569892473118279,NA,694.7368421052631,NA,1.7555526000797976,0,0,1.81,2.3797001611847777,-1.053763440860215,7.000000000000008,-515.7894736842105,-121.05263157894741,-515.7894736842105,0,0,300.0130000000001,302.81300000000005,9.84545941594962,-21.214000000000002,-0.4641019805764881,47.8,0,21.4,-19.6,0.038,-19.6,18.6,,,,Pharmaceuticals,Healthcare,37.3,99.4,,-19.6,,,,,,9.12,14.1,20.5,26.8,3.25,7.93,8.48,23.7,27.9,25,15,0.028,1.81,1.88,0.8,3.48,0,0,0,0,0,0,0,0,0,0,0,-17.1,-23.4,-31.8,-4.34,-11,-12.9,-28.6,-33,-30.4,-19.6
Nuvo Pharmaceuticals Inc. (TSX:NRI),TSX:NRI,Canada (Primary),47.1,22.21698113207547,1.3156424581005588,45.594278283485544,0.5316740088105725,NA,0.4116302864938607,0,0.127,0.909,0.8450697393030437,0.059217877094972074,-1.794538361508473,-0.060792951541850215,0.24008810572687225,0.09339207048458151,0.004698490366704664,0.0035752818972265123,70.09299999999999,69.324,7.9016892708669175,-4.514,-1.7504849957613906,47.1,0.169,35.2,-1.17,22.7,-1.38,35.8,0,0,0.508,Pharmaceuticals,Healthcare,34.3,94.9,,2.12,,12.7,,,,6.06,7.53,9.25,6.73,10.3,9.66,7.13,6.48,6.41,3.91,6.62,0.056,0.909,4.09,3.59,6.15,0,0,0,0,0,0,0,0,0,0,0,-12.7,-9.95,-8.71,15.5,-8.03,-2.69,-3.65,-9.09,-4.44,-1.38
"Cymabay Therapeutics, Inc. (NasdaqCM:CBAY)",NasdaqCM:CBAY,United States of America (Primary),44.2,NA,1.5729537366548043,NA,NA,NA,0.7459627329192549,0,0,1.16,1.4494386009985094,-0.9145907473309608,6.0391198044009835,#DIV/0!,#DIV/0!,#DIV/0!,0.24886394012296176,0.17398617080919454,198.28600000000003,202.37600000000003,10.318227560971886,-16.942,-0.609032437786087,44.2,9.31,41.5,-24.7,,-24.7,28.1,0,0,0,Pharmaceuticals,Healthcare,30.5,91.6,,-25.7,,,,,,,,,,,,14.4,4.88,11.9,18.3,16.1,0.031,1.16,1.89,0.82,3.04,,,,,,,-2.43,0,0,0,0,,,,,,-3.9,-8.51,-19.9,-27.7,-24.7
"Ampio Pharmaceuticals, Inc. (AMEX:AMPE)",AMEX:AMPE,United States of America (Primary),42.3,NA,1.1160949868073877,13.369658659924147,17.43103448275862,NA,1.0894396551724137,0,1.844,-0.343,-1.6873368958213415,-0.6807387862796834,-1.9342604298356512,-26.37931034482759,-10.086206896551728,-22.24137931034483,0.11489957963568426,0.10419313850063533,233.58800000000002,217.76800000000003,11.783235265975694,-20.110000000000003,-0.5859390982583637,42.3,4.92,27,-29.1,1.16,-30.6,37.9,0,0,3.93,Pharmaceuticals,Healthcare,34.6,73.4,,-25.8,,184.4,,,,,,,,1.88,3.6,8.76,13.8,25,18.1,17.4,0.002,-0.343,0.74,0.59,4.32,,,,,0,0,0,0,0,0,0,,,,-5.64,-8.23,-12.6,-20.2,-36.5,-27,-30.6
IntelGenx Technologies Corp. (OTCPK:IGXT),OTCPK:IGXT,Canada (Primary),42.3,NA,7.607913669064748,4.430769230769232,8.557172557172557,NA,6.236363636363636,0,0.8320000000000001,0.448,1.0389136206206517,-0.23201438848920866,-0.2556561085972851,-0.2349272349272349,0.22806652806652808,-0.2681912681912682,0.23731138545953362,0.03929139223256871,20.724,16.304000000000002,1.0553222572592058,-1.5272000000000001,-0.6910177169062374,42.3,1.73,2.87,-0.693,4.81,-1.13,5.56,0,0,0.596,Pharmaceuticals,Healthcare,39.7,98.6,,-1.29,,83.2,,,,0.42,0.69,1.86,1.56,1.5,1.56,1.44,1.53,1.05,1.05,1.79,0.009,0.448,0.665,0.374,0.995,0,0,0,0,0,0,0,0,0,0,0,-0.99,-2.21,-1.05,-1.85,-2.84,-2.54,-1.34,-2.16,0.838,-1.13
